Tsunami,Name,Latitude,Longitude,Depth,Magnitude,Date,Deaths,Missing,Injuries,Damage,Houses Destroyed,Houses Damaged
1,ALASKA: GULF OF ALASKA: ANCHORAGE,57.262,-142.747,15.0,7.8,1988-03-06,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,"PHILIPPINES: MINDORO: SAN JOSE, CALAPAN",12.376,121.06700000000001,17.0,6.2,1988-06-19,52.0,0.0,52.0,2500000.0,0.0,0.0
1,"PAPUA NEW GUINEA: NEW BRITAIN: KANDRIAN, ARAWE",-5.9639999999999995,148.78,53.0,6.8,1988-07-05,0.0,0.0,0.0,2500000.0,0.0,0.0
1,"MYANMAR (BURMA); INDIA: GAUHATI, SIBSAGAR, IMPHAL",25.149,95.12700000000001,91.0,7.2,1988-08-06,88.0,0.0,0.0,2500001.0,0.0,0.0
0.0,"NEPAL-INDIA: KATHMANDU, BIHAR",26.755,86.616,57.0,6.6,1988-08-20,6091.0,0.0,0.0,27500131.5,0.0,0.0
0.0,"TAJIKISTAN: ROSHTKALA, KHOROG",37.18,71.811,11.0,5.0,1988-09-25,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"GREECE: IONIAN SEA: KILINI, VARTHOLOMION",37.938,20.932,25.0,5.8,1988-10-16,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"GUATEMALA: S PALIN, SAN VICENTE PACAYA",13.880999999999998,-90.45,69.0,6.0,1988-11-03,55.0,0.0,100.0,2500000.0,0.0,0.0
0.0,PUERTO RICO: MONA PASSAGE: CATANO,19.08,-67.256,33.0,5.7,1988-11-03,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,CHINA: YUNNAN PROVINCE,22.789,99.611,18.0,7.3,1988-11-06,1738.0,0.0,8900.0,27500269.0,417000.0,0.0
0.0,"JAMAICA: ST ANDREW, JACKS HILL",18.067999999999998,-76.597,16.0,4.7,1988-11-12,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"PHILIPPINES: SAMAR: CATARMAN, CATBALOGAN",12.399000000000001,124.537,19.0,6.6,1988-11-17,0.0,0.0,79.0,500000.0,0.0,0.0
0.0,AZORES: SAO MIGUEL ISLAND,37.938,-26.142,11.0,5.3,1988-11-21,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"CANADA: QUEBEC: SAGUENAY, QUEBEC CITY",48.117,-71.183,29.0,5.8,1988-11-25,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"ARMENIA: LENINAKAN, SPITAK, KIROVAKAN",40.986999999999995,44.185,5.0,6.8,1988-12-07,30000.0,0.0,0.0,27516200.0,5000.0,0.0
0.0,"TAJIKISTAN: SHARORA, GISSAR",38.465,68.694,33.0,5.3,1989-01-22,1274.0,0.0,0.0,12500024.8,0.0,0.0
0.0,PAPUA NEW GUINEA: NEW BRITAIN: RABAUL,-4.346,152.797,53.0,5.4,1989-03-10,51.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"MEXICO: MEXICO CITY, ACAPULCO",16.773,-99.32799999999999,19.0,6.8,1989-04-25,53.0,0.0,0.0,2500000.0,0.0,0.0
1,MACQUARIE ISLAND: MACQUARIE STATION; NEW ZEALAND,-52.341,160.56799999999998,10.0,8.2,1989-05-23,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,"ECUADOR: ESMERALDAS, GUAYAQUIL",1.1340000000000001,-79.616,15.0,6.1,1989-06-25,0.0,0.0,0.0,2500000.0,0.0,0.0
1,HAWAIIAN ISLANDS: PUNA DISTRICT,19.362000000000002,-155.083,9.0,6.1,1989-06-26,0.0,0.0,55.0,2500000.0,1105.0,0.0
0.0,"AZORES: GRACIOSA, TERCEIRA",39.111999999999995,-28.241999999999997,11.0,5.7,1989-06-26,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"JAPAN: HONSHU: ITO, AJIRO",34.942,139.19299999999998,5.0,5.0,1989-07-09,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"RUSSIA: GROZNYY, BUYNAKSK",43.522,45.361999999999995,18.0,5.0,1989-08-03,51.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"DJIBOUTI: GALAFI, YABAKI",11.765999999999998,41.942,12.0,6.3,1989-08-20,52.0,0.0,52.0,500000.0,0.0,0.0
1,CALIFORNIA: LOMA PRIETA,37.036,-121.883,19.0,6.9,1989-10-18,162.0,0.0,8757.0,27505600.0,1000.0,0.0
0.0,CHINA: SHANXI AND HEBEI PROVINCES; DATONG,39.893,113.884,10.0,5.3,1989-10-18,79.0,0.0,1193.0,12500000.0,35000.0,0.0
1,"ALGERIA: ALGIERS, CHERCHELL, TIPAZA",36.788000000000004,2.448,6.0,5.7,1989-10-29,80.0,0.0,1245.0,2500005.0,0.0,0.0
1,"JAPAN: HONSHU: N, AOMORI, MISAWA",39.836999999999996,142.76,29.0,7.4,1989-11-01,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,"PHILIPPINES: MINDANAO: COTABATO, DAVAO",8.337,126.729,24.0,7.5,1989-12-15,52.0,0.0,1000.0,2500001.0,0.0,0.0
0.0,AUSTRALIA: NEWCASTLE,-32.967,151.619,10.0,5.4,1989-12-27,62.0,0.0,200.0,27501000.0,0.0,0.0
1,"PHILIPPINES: BOHOL, CEBU, CAGAYAN DE ORO, CAMIGUIN",9.755,124.694,26.0,6.6,1990-02-08,100.0,0.0,1300.0,500000.9,0.0,603.0
0.0,"CALIFORNIA: S, CLAREMONT, COVINA",34.14,-117.7,5.0,5.5,1990-02-28,0.0,0.0,80.0,12500012.7,0.0,0.0
1,"COSTA RICA: PUNTARENAS, SAN JOSE",9.919,-84.80799999999999,22.0,7.0,1990-03-25,0.0,0.0,60.0,2500000.0,0.0,160.0
0.0,TAJIKISTAN: PAMIR MOUNTAINS,37.034,72.942,33.0,6.3,1990-03-25,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,PHILIPPINES: SANTIAGO,9.253,125.60600000000001,39.0,5.5,1990-03-26,51.0,0.0,52.0,500000.0,0.0,0.0
0.0,"UNITED KINGDOM: MANCHESTER, LIVERPOOL",52.31399999999999,-2.985,18.0,4.7,1990-04-02,0.0,0.0,0.0,500000.0,0.0,100.0
1,NORTHERN MARIANA ISLANDS: SAIPAN; GUAM,15.125,147.596,11.0,7.5,1990-04-05,0.0,0.0,0.0,0.0,0.0,0.0
0.0,ITALY: POTENZA,40.775,15.765999999999998,10.0,5.4,1990-05-05,52.0,0.0,66.0,2500000.0,0.0,0.0
0.0,"NEW ZEALAND: DANNEVIRKE, WELLINGTON",-40.296,176.06400000000002,21.0,6.3,1990-05-13,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,PERU: MOYABAMBA-RIOJO,-6.016,-77.229,24.0,6.5,1990-05-30,1200.0,0.0,13130.0,2500001.0,0.0,0.0
0.0,"ROMANIA: BUCHAREST, BRAILA, BRASOV",45.841,26.668000000000003,89.0,6.7,1990-05-30,64.0,0.0,1700.0,12500023.7,0.0,0.0
0.0,"ROMANIA: KISHINEV, CIS",45.81100000000001,26.769000000000002,88.0,6.1,1990-05-31,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,"PERU: N, RIOJA, MOYOBAMBA, IQUITOS",-6.062,-77.13600000000001,26.0,4.9,1990-06-09,51.0,0.0,0.0,500000.0,64.0,0.0
0.0,"PHILIPPINES: CULASI, PANAY",11.76,121.899,18.0,7.1,1990-06-14,54.0,0.0,65.0,2500000.0,0.0,0.0
0.0,"KAZAKHSTAN: UST, ZAYSAN",47.869,85.07600000000001,58.0,6.8,1990-06-14,51.0,0.0,0.0,12500000.0,8000.0,0.0
1,"IRAN: RASHT, QAZVIN, ZANJAN, RUDBAR, MANJIL",36.957,49.409,19.0,7.3,1990-06-20,45000.0,0.0,110000.0,27507200.0,5000.0,0.0
0.0,AFGHANISTAN: HINDU KUSH: PIK LENINA,36.415,70.789,217.0,5.6,1990-07-13,93.0,0.0,0.0,0.0,0.0,0.0
0.0,"PHILIPPINES: BAGUIO, CABANATUAN, DAGUPAN",15.679,121.17200000000001,25.0,7.8,1990-07-16,7412.0,0.0,8000.0,27500369.6,0.0,0.0
0.0,VANUATU ISLANDS: ESPIRITU SANTO,-15.355,167.46400000000003,126.0,6.4,1990-07-27,0.0,0.0,52.0,2500000.0,0.0,3.0
0.0,"KAZAKHSTAN: AKKAL, UST",47.963,84.961,33.0,6.1,1990-08-03,0.0,0.0,58.0,2500000.0,1500.0,0.0
0.0,KAZAKHSTAN: ZAYSAN,47.903,84.961,33.0,4.5,1990-09-27,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,CHINA: GANSU PROVINCE: TIANZHU,37.093,103.781,12.0,5.8,1990-10-20,57.0,0.0,192.0,12500000.0,92000.0,0.0
0.0,"AFGHANISTAN: HINDU KUSH: CHITRAL, MARDAN, MALAKAND",35.121,70.486,114.0,6.0,1990-10-25,61.0,0.0,1250.0,500000.0,0.0,0.0
0.0,BALKANS NW: BOSNIA-HERZEGOVINA: TITOGRAD,43.853,16.633,24.0,5.6,1990-11-27,0.0,0.0,60.0,2500000.0,0.0,0.0
0.0,KYRGYZSTAN: UZGEN,40.854,73.553,29.0,4.6,1990-12-01,0.0,0.0,0.0,12500000.0,0.0,1114.0
1,ITALY: SICILY: CARLENTINI,37.3,15.437999999999999,11.0,5.3,1990-12-13,69.0,0.0,1200.0,27500500.0,0.0,0.0
0.0,"TAIWAN: HUALIEN, TAIPEI",23.916,121.63600000000001,12.0,6.2,1990-12-13,52.0,0.0,53.0,500000.0,0.0,0.0
1,TAIWAN: HUA-LIEN,23.721999999999998,121.62700000000001,10.0,6.3,1990-12-13,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,"GREECE: EDHESSA, KILKIS",41.004,22.3,13.0,5.9,1990-12-21,51.0,0.0,160.0,500000.0,0.0,100.0
0.0,"COSTA RICA: ALAJUELA, SANTIAGO DE PURISCAL",9.869,-84.302,17.0,5.7,1990-12-22,52.0,0.0,1350.0,12500019.5,0.0,0.0
0.0,"AFGHANISTAN: BADAKHSTAN, BAGHLAN, LAGHMAN, NAGARHAR",35.993,70.423,142.0,6.4,1991-01-31,1848.0,0.0,1200.0,27500036.0,1000.0,2004.0
0.0,"PERU: RIOJA, NEUVA CAJAMARCA",-6.037999999999999,-77.13,21.0,6.4,1991-04-04,0.0,0.0,60.0,500000.0,0.0,65.0
0.0,"PERU: RIOJA, MOYOBAMBA, NUEVA CAJAMARCA",-5.982,-77.094,20.0,6.7,1991-04-05,153.0,0.0,1252.0,12500000.0,0.0,8067.0
0.0,AFGHANISTAN: BADAKHSTAN PROVINCE,37.457,68.273,33.0,5.1,1991-04-18,100.0,0.0,1000.0,12500000.0,0.0,1003.0
1,"COSTA RICA: LIMON, PANDORA",9.685,-83.073,10.0,7.6,1991-04-22,187.0,0.0,0.0,27500510.0,0.0,0.0
0.0,"GEORGIA: DZHAVA, CHIATURA, AMBROLAURI",42.453,43.673,17.0,7.0,1991-04-29,1270.0,0.0,0.0,27501700.0,5000.0,0.0
0.0,GEORGIA: KHEKHETI,42.565,43.349,14.0,4.9,1991-05-15,50.0,0.0,0.0,500000.0,95.0,0.0
0.0,"GEORGIA: DZHAVA, TSKHINVALI, OSSETIA",42.461000000000006,44.00899999999999,9.0,6.1,1991-06-15,58.0,0.0,1200.0,12500000.0,0.0,0.0
0.0,"INDONESIA: MINAHASSA: GORONTALO, MAMADO",1.196,122.787,31.0,7.5,1991-06-20,0.0,0.0,0.0,12500000.0,0.0,1504.0
0.0,"CALIFORNIA: ARCADIA, GLENDALE, LOS ANGELES",34.262,-118.00200000000001,11.0,5.1,1991-06-28,52.0,0.0,1104.0,27500033.5,0.0,0.0
0.0,"ROMANIA: BANLOC, DETA, TIMISOARA",45.364,21.057,11.0,5.6,1991-07-12,52.0,0.0,130.0,500000.0,0.0,100.0
0.0,ROMANIA: ORSAVA,44.888000000000005,22.406999999999996,12.0,5.6,1991-07-18,0.0,0.0,0.0,2500000.0,0.0,618.0
0.0,"PERU: MACA, CHIVAY, YANQUE",-15.679,-71.574,5.0,4.7,1991-07-23,192.0,0.0,80.0,2500000.0,1000.0,0.0
0.0,"IRAQ: ARBIL, DIBS",36.52,44.066,26.0,5.1,1991-07-24,70.0,0.0,1000.0,2500000.0,200.0,200.0
0.0,VENEZUELA: BARQUISIMETO,10.045,-69.94800000000001,10.0,5.2,1991-08-17,0.0,0.0,0.0,2500000.0,0.0,200.0
0.0,"CALIFORNIA: HONEYDEW, WHITETHORN, PETROLIA",40.235,-124.348,12.0,6.2,1991-08-17,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"GUATEMALA: GUATEMALA CITY, PACHUTA, SOLOLA",14.645999999999999,-90.986,5.0,6.2,1991-09-18,75.0,0.0,1200.0,12500000.0,0.0,0.0
0.0,"INDIA: CHAMOLI, UTTARKASHI, NEW DELHI, CHANDIGARH",30.78,78.774,10.0,7.0,1991-10-19,7000.0,0.0,6800.0,27500060.0,12500.0,7504.0
0.0,"COLOMBIA: CHACO, BUENAVENTURA, CALI",4.553999999999999,-77.442,21.0,6.4,1991-11-19,52.0,0.0,0.0,500000.0,0.0,78.0
0.0,"ROMANIA: VOITEG, DETA, BANLOC",45.498000000000005,21.115,9.0,5.5,1991-12-02,0.0,0.0,100.0,2500000.0,0.0,5100.0
0.0,TURKEY: ERZINCAN,39.71,39.605,27.0,6.9,1992-03-13,1653.0,0.0,7000.0,27500750.0,0.0,8061.0
0.0,"THE NETHERLANDS: ROERMOND; GERMANY: BONN, HEINSBERG",51.153,5.797999999999999,21.0,5.2,1992-04-13,51.0,0.0,95.0,27500100.0,0.0,0.0
0.0,"CALIFORNIA: JOSHUA TREE, ANGELUS OAKS",33.961,-116.318,12.0,6.3,1992-04-23,0.0,0.0,82.0,2500000.0,0.0,0.0
1,"CALIFORNIA: HUMBOLDT COUNTY: FERNDALE, PETROLIA",40.368,-124.316,15.0,7.1,1992-04-25,0.0,0.0,198.0,27500075.0,0.0,0.0
0.0,KYRGYZSTAN: OSH; UZBEKISTAN: ANDIZHAN,41.019,72.429,50.0,6.2,1992-05-15,54.0,0.0,0.0,27500031.0,10500.0,4004.0
0.0,"CALIFORNIA: LANDERS, YUCCA VALLEY",34.201,-116.436,1.0,7.6,1992-06-28,53.0,0.0,1400.0,27500092.0,0.0,0.0
0.0,"CALIFORNIA: BIG BEAR LAKE, BIG BEAR CITY",34.203,-116.82700000000001,5.0,6.7,1992-06-28,0.0,0.0,100.0,2500000.0,0.0,0.0
0.0,KYRGYZSTAN: TOLUK,42.141999999999996,73.575,27.0,7.5,1992-08-19,175.0,0.0,0.0,27500130.0,13200.0,0.0
0.0,"JAPAN: HOKKADIO, KUSHIRO, HACHINOHE, HONSHU",43.3,143.691,102.0,7.6,1993-01-15,52.0,0.0,0.0,27500358.0,0.0,0.0
0.0,WASHINGTON-OREGON BORDER,45.035,-122.60700000000001,21.0,5.6,1993-03-25,0.0,0.0,0.0,27500028.4,0.0,0.0
1,JAPAN: HOKKAIDO; RUSSIA: SOUTHEAST; SOUTH KOREA,42.851000000000006,139.197,17.0,7.7,1993-07-12,1023.0,0.0,1233.0,27501207.0,1000.0,0.0
1,"GUAM: TUMAN BAY, APRA HARBOR",12.982000000000001,144.80100000000002,59.0,7.8,1993-08-08,0.0,0.0,98.0,27500250.0,0.0,0.0
0.0,OREGON: KLAMATH FALLS,42.31399999999999,-122.012,11.0,6.0,1993-09-21,52.0,0.0,0.0,12500007.5,0.0,0.0
0.0,"INDIA: LATUR-OSMANABAD, KILLARI",18.066,76.45100000000001,7.0,6.2,1993-09-29,16000.0,0.0,35000.0,27500300.0,5000.0,4.0
0.0,"PENNSYLVANIA: READING, FELT TO CANADA",40.33,-76.03699999999999,5.0,4.6,1994-01-16,0.0,0.0,0.0,500000.0,0.0,0.0
1,CALIFORNIA: NORTHRIDGE,34.213,-118.537,18.0,6.7,1994-01-17,160.0,0.0,12000.0,27540000.0,45000.0,0.0
0.0,WYOMING: AFTON,42.762,-110.976,8.0,5.8,1994-02-03,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,"AFGHANISTAN: HINDU KUSH: TASHIAK, TERMIZ",36.900999999999996,67.163,19.0,6.1,1994-05-01,1160.0,0.0,0.0,0.0,0.0,0.0
1,TAIWAN,23.959,122.448,16.0,6.5,1994-05-24,0.0,0.0,0.0,0.0,0.0,0.0
0.0,NEW ZEALAND: SOUTH ISLAND: CHRISTCHURCH,-42.963,171.658,14.0,6.8,1994-06-18,0.0,0.0,0.0,500000.0,0.0,0.0
1,CALIFORNIA: NORTH: HONEYDEW,40.402,-125.68,10.0,7.0,1994-09-01,0.0,0.0,0.0,500000.0,0.0,0.0
1,RUSSIA: KURIL ISLANDS; JAPAN: HOKKAIDO,43.773,147.321,14.0,8.3,1994-10-04,61.0,0.0,1382.0,12500000.0,0.0,0.0
0.0,"CALIFORNIA: EUREKA, SAMOA, ARCATA, BLUE LAKE",40.741,-124.31,23.0,5.5,1994-12-26,0.0,0.0,0.0,2500002.1,0.0,0.0
1,JAPAN: HONSHU,40.525,143.41899999999998,27.0,7.8,1994-12-28,53.0,0.0,1200.0,27500170.4,0.0,0.0
1,"JAPAN: SW HONSHU: KOBE, AWAJI-SHIMA, NISHINOMIYA",34.583,135.018,22.0,6.9,1995-01-16,10502.0,0.0,41896.0,27600000.0,205000.0,0.0
0.0,"CYPRUS: PAPHOS, NICOSIA, ARODHES, PERISTERONA",35.046,32.279,10.0,5.9,1995-02-23,52.0,0.0,55.0,2500004.34,170.0,573.0
1,"GREECE: GREVENA-KOZANI, THESSALONIKI, YUGOSLAVIA",40.149,21.695,14.0,6.6,1995-05-13,0.0,0.0,75.0,27500450.0,17000.0,0.0
1,"INDONESIA: TIMOR, DILI, MALIANA, MAUBARA",-8.452,125.04899999999999,13.0,6.9,1995-05-14,0.0,0.0,0.0,0.0,0.0,0.0
1,NEW CALEDONIA: NOUMEA; VANUATU: PORT-VILA,-23.008000000000003,169.9,20.0,7.7,1995-05-16,0.0,0.0,0.0,0.0,0.0,0.0
1,"RUSSIA: SAKHALIN IS: NEFTEGORSK, OKHA, MOSKALVO",52.629,142.827,11.0,7.1,1995-05-27,6989.0,0.0,1750.0,27500300.0,0.0,0.0
1,"GREECE: AIYION, ERATINI",38.400999999999996,22.283,14.0,6.5,1995-06-15,76.0,0.0,160.0,27500660.0,0.0,0.0
1,"CHILE: ANTOFAGASTA, CALAMA, MEJILLONES",-23.34,-70.294,46.0,8.0,1995-07-30,53.0,0.0,158.0,2500001.66,1115.0,0.0
0.0,"TURKEY: DINAR, EVCILER",38.063,30.134,33.0,6.4,1995-10-01,195.0,0.0,1348.0,27500205.8,10100.0,0.0
1,EGYPT: NUWAYBI; SAUDI ARABIA; ISRAEL; JORDAN,28.826,34.799,10.0,7.2,1995-11-22,62.0,0.0,100.0,2500000.0,0.0,0.0
1,"RUSSIA: KURIL ISLANDS: ITURUP, MATUA, KUNASHIR",44.663000000000004,149.3,33.0,7.9,1995-12-03,0.0,0.0,0.0,0.0,0.0,0.0
1,"INDONESIA: SULAWESI: MINAHASSA PENINSULA, TOLITOLI",0.7290000000000001,119.931,24.0,7.9,1996-01-01,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,CHINA: YUNNAN PROVINCE: LIJIANG,27.291,100.27600000000001,11.0,6.6,1996-02-03,1322.0,0.0,22057.0,27500506.0,964000.0,959004.0
1,"PERU: NORTHERN: CHIMBOTE, CALLAO",-9.593,-79.587,10.0,7.5,1996-02-21,0.0,0.0,0.0,0.0,0.0,0.0
0.0,"ECUADOR: COTOPAXI, PASTAZA, TUNGURAHUA, AMBATO",-1.036,-78.737,33.0,5.9,1996-03-28,77.0,0.0,0.0,12500007.0,0.0,0.0
0.0,"CHINA: NEI MONGOL: BAOTOU, BEIJING, HOHHOT",40.774,109.661,26.0,6.0,1996-05-03,73.0,0.0,1330.0,27500000.0,0.0,0.0
1,ALASKA: ANDREANOF ISLANDS,51.56399999999999,-177.632,33.0,7.9,1996-06-10,0.0,0.0,0.0,0.0,0.0,0.0
0.0,"BALKANS NW: CROATIA: STON, SLANO",42.803000000000004,17.936,10.0,6.0,1996-09-05,0.0,0.0,100.0,12500000.0,0.0,0.0
1,"PERU: CHINCHA ALTA, ACARI, NAZCA, MARCONA",-14.993,-75.675,33.0,7.7,1996-11-12,64.0,0.0,1560.0,27500000.0,0.0,4004.0
0.0,"KYRGYZSTAN: DZHERGETAL, KOSHTEBE, KAZARMAN",41.026,74.28399999999999,22.0,5.8,1997-01-09,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,"ALBANIA: BERAT, URA VAJGURORE, GRAMSH, CERRIK",40.955999999999996,19.672,10.0,4.7,1997-01-12,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,"IRAN: BOJNURD, SHIRVAN, ESFARAYEN",37.661,57.291000000000004,10.0,6.5,1997-02-04,188.0,0.0,6948.0,27500030.0,10500.0,11004.0
0.0,IRAN: ARDABIL,38.075,48.05,10.0,6.1,1997-02-28,6100.0,0.0,7600.0,27500000.0,17000.0,0.0
0.0,"JAPAN: KYUSHU, KAGOSHIMA",31.92,130.429,10.0,6.1,1997-03-26,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,GUAM,13.985999999999999,144.901,101.0,6.5,1997-04-23,0.0,0.0,54.0,500000.0,0.0,0.0
0.0,"IRAN: BIRJAND, GHAEN",33.825,59.809,10.0,7.2,1997-05-10,6728.0,0.0,7300.0,27500100.0,15533.0,5478.0
0.0,INDIA: SOUTHERN: JABALPUR,23.083000000000002,80.041,36.0,5.8,1997-05-21,156.0,0.0,6000.0,27500143.0,13546.0,8550.0
1,VENEZUELA: CARIACO-CUMANA,10.597999999999999,-63.486000000000004,20.0,7.0,1997-07-09,181.0,0.0,1522.0,27500081.0,0.0,0.0
0.0,"ITALY: CENTRAL: MARCHE, UMBRIA",43.048,12.879000000000001,10.0,5.7,1997-09-26,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,"ITALY: CENTRAL: MARCHE, UMBRIA",43.083999999999996,12.812000000000001,10.0,6.0,1997-09-26,64.0,0.0,200.0,27504524.9,85000.0,0.0
1,"RUSSIA: KAMCHATKA: UST-KAMCHATSK, PETROPAVLOVSK",54.841,162.035,33.0,7.8,1997-12-05,0.0,0.0,0.0,0.0,0.0,0.0
0.0,"CHINA: NORTHEASTERN: SHANGYI-ZHANGBEI, HEBEI",41.083,114.5,30.0,5.7,1998-01-10,170.0,0.0,16500.0,27500285.5,75000.0,0.0
0.0,"AUSTRIA: ARNOLDSTEIN; SLOVENIA: BOVEC, KOBARID",46.245,13.652000000000001,10.0,5.7,1998-04-12,51.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"TURKEY: ADANA, CEYHAN",36.878,35.306999999999995,33.0,6.3,1998-06-27,1145.0,0.0,6500.0,27500550.0,6700.0,0.0
0.0,"TAIWAN: CHIA-I, TAINAN, HUALIEN, KAO-HSIUNG",23.406999999999996,120.736,13.0,5.7,1998-07-17,55.0,0.0,77.0,500000.0,0.0,0.0
0.0,"BALKANS NW: SERBIA: BELGRADE, LJIG, VALJEVO",44.208999999999996,20.08,10.0,5.5,1998-09-29,51.0,0.0,67.0,2500000.0,1000.0,0.0
1,"INDONESIA: MANGOLE, MANADO, TALIABU",-2.0709999999999997,124.891,33.0,7.7,1998-11-29,91.0,0.0,1107.0,27500200.0,2000.0,0.0
0.0,"SPAIN: MULA, PUEBLA DE MULA",38.193000000000005,-1.5659999999999998,10.0,4.8,1999-02-02,0.0,0.0,70.0,27500044.004,0.0,3.0
0.0,"INDIA: CHAMOLI, RUDRAPRAYAG, TEHRI GARHWAL",30.511999999999997,79.403,15.0,6.6,1999-03-28,200.0,0.0,1394.0,27500070.0,26100.0,21104.0
0.0,"PERU: CAMANA, AREQUIPA",-16.66,-72.66199999999999,87.0,6.8,1999-04-03,51.0,0.0,100.0,2500000.0,0.0,400.0
0.0,"AZERBAIJAN: AGDAS, UCAR, AGALI",40.802,47.448,33.0,5.4,1999-06-04,51.0,0.0,68.0,2500005.0,0.0,100.0
1,"TURKEY: ISTANBUL, KOCAELI, SAKARYA",40.76,29.97,13.0,7.6,1999-08-17,22118.0,0.0,55000.0,27520000.0,0.0,73346.0
0.0,GREECE: ATHENS,38.119,23.605,10.0,6.0,1999-09-07,1143.0,0.0,6600.0,27504200.0,58000.0,0.0
0.0,"TAIWAN: NANTOU, TAICHUNG, TAIZHONG",23.772,120.98200000000001,33.0,7.7,1999-09-20,7297.0,0.0,13700.0,27514000.0,8200.0,82004.0
0.0,MEXICO: OAXACA,16.059,-96.931,61.0,7.5,1999-09-30,85.0,0.0,1215.0,27500164.8,0.0,2004.0
0.0,TAIWAN: CHIA-I,23.445,120.506,33.0,5.9,1999-10-22,51.0,0.0,1254.0,500000.786,65.0,0.0
0.0,"TURKEY: BOLU-DUZCE-KAYNASLI, ADAPAZARI, ZONGULDAK",40.758,31.160999999999998,10.0,7.2,1999-11-12,1894.0,0.0,9948.0,27501000.0,0.0,0.0
0.0,"PHILIPPINES: S LUZON: MANILA, SANTA CRUZ",15.765999999999998,119.74,33.0,7.3,1999-12-11,55.0,0.0,90.0,2500001.794,0.0,0.0
0.0,ALGERIA: NORTHERN: AIN TEMOUCHENT,35.321,-1.281,10.0,5.6,1999-12-22,74.0,0.0,1175.0,27500060.929,1000.0,3.0
0.0,"INDONESIA: SUMATRA: BENGKULU, ENGGANO",-4.721,102.087,33.0,7.9,2000-06-04,1103.0,0.0,7174.0,12500006.0,0.0,0.0
0.0,"TURKEY: CERKES, CUBUK, ORTA",40.693000000000005,32.992,10.0,6.0,2000-06-06,52.0,0.0,180.0,12500000.0,0.0,0.0
0.0,"RUSSIA: SAKHALIN ISLAND, UGLEGORSK, MAKAROV",48.786,142.246,10.0,6.8,2000-08-04,0.0,0.0,58.0,500000.92,0.0,1394.0
0.0,CALIFORNIA: NAPA,38.379,-122.413,10.0,5.0,2000-09-03,0.0,0.0,91.0,27500050.0,0.0,0.0
0.0,"JAPAN: HONSHU: W: OKAYAMA, TOTTORI",35.455999999999996,133.134,10.0,6.7,2000-10-06,0.0,0.0,1130.0,27500150.0,1104.0,2234.0
0.0,TURKEY: AFYON-BOLVADIN,38.457,31.351,10.0,6.0,2000-12-15,56.0,0.0,91.0,500000.0,0.0,0.0
1,EL SALVADOR: DAMAGE & INJURIES IN EVERY DEPT.,13.049000000000001,-88.66,60.0,7.7,2001-01-13,1844.0,0.0,9723.0,27500753.0,113226.0,169636.0
0.0,"INDIA: GUJARAT: BHUJ, AHMADABAD, RAJOKOT; PAKISTAN",23.419,70.232,16.0,7.7,2001-01-26,25005.0,0.0,171836.0,27502623.0,344000.0,339004.0
0.0,EL SALVADOR: SAN JUAN TEPEZONTES-SAN VICENTE-COJUTEP,13.671,-88.93799999999999,10.0,6.6,2001-02-13,1315.0,0.0,8399.0,27500348.5,46302.0,15710.0
0.0,"WASHINGTON: OLYMPIA, SEATTLE, TACOMA",47.148999999999994,-122.727,52.0,6.8,2001-02-28,51.0,0.0,1400.0,27502000.0,0.0,0.0
0.0,"JAPAN: HIROSHIMA, OKAYAMA, HONSHU, KAGAMA",34.083,132.526,50.0,6.8,2001-03-24,52.0,0.0,1161.0,27500500.0,0.0,3704.0
1,"PERU: AREQUIPA, MOQUEGUA, TACNA, AYACUCHO",-16.265,-73.641,33.0,8.4,2001-06-23,177.0,168.0,7713.0,27500000.0,27399.0,0.0
0.0,CALIFORNIA: LOS ANGELES,34.059,-118.387,5.0,4.2,2001-09-09,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,GUAM,12.686,144.98,37.0,7.0,2001-10-12,0.0,0.0,51.0,2500000.0,1000.0,0.0
