Tsunami,Name,Latitude,Longitude,Depth,Magnitude,Date,Deaths,Missing,Injuries,Damage,Houses Destroyed,Houses Damaged
0.0,"TURKEY: MANYAS, BURSA, BALIKESIR",40.3,28.2,15.0,7.0,1964-10-06,69.0,0.0,0.0,2500005.0,0.0,0.0
1,PAPUA NEW GUINEA: NEW BRITAIN,-5.7,150.7,45.0,7.6,1964-11-17,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,CHINA: SHANXI PROVINCE,35.0,111.63,10.0,5.5,1965-01-12,0.0,0.0,0.0,2500000.0,1000.0,0.0
1,ALASKA: ALEUTIAN ISLANDS: RAT ISLANDS,51.29,178.55,36.0,8.7,1965-02-04,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,AFGHANISTAN,36.3,70.7,219.0,7.3,1965-03-14,0.0,0.0,0.0,500000.0,0.0,0.0
1,CHILE: CENTRAL,-31.81,-71.26,58.0,6.0,1965-03-22,0.0,0.0,0.0,0.0,0.0,0.0
0.0,GREECE,38.6,22.4,78.0,7.1,1965-03-31,56.0,0.0,0.0,2500000.0,0.0,0.0
0.0,GREECE: SOUTHERN,37.7,21.8,34.0,6.2,1965-04-05,82.0,0.0,1200.0,12500000.0,1000.0,0.0
0.0,WASHINGTON: SEATTLE,47.4,-122.3,59.0,6.6,1965-04-29,57.0,0.0,0.0,27500028.0,0.0,0.0
0.0,EL SALVADOR: SAN MARCOS,13.5,-89.3,23.0,6.0,1965-05-03,1125.0,0.0,6138.0,27500035.0,0.0,0.0
0.0,CHINA: YUNNAN PROVINCE,22.4,101.6,15.0,6.1,1965-07-03,0.0,0.0,0.0,500000.0,0.0,0.0
1,NORTH CORINTH GULF,38.266999999999996,22.3,18.0,6.3,1965-07-06,51.0,0.0,56.0,2500000.0,0.0,0.0
1,CHILE: SOUTHERN,-42.9,-75.13,28.0,6.5,1965-10-03,0.0,0.0,0.0,0.0,0.0,0.0
0.0,"TURKEY: VARTO, MUS",39.1,41.6,38.0,6.0,1966-03-07,60.0,0.0,0.0,12500000.0,0.0,0.0
0.0,CHINA: HEBEI PROVINCE,37.35,114.92,8.0,7.4,1966-03-07,1000.0,0.0,0.0,27500000.0,5000.0,0.0
0.0,CHINA: HEBEI PROVINCE,37.5,115.1,15.0,7.6,1966-03-22,1000.0,0.0,0.0,27500000.0,5000.0,0.0
0.0,NEPAL-INDIA,29.554000000000002,80.854,23.0,6.3,1966-06-27,180.0,0.0,200.0,2500001.0,10200.0,0.0
1,RUSSIA: BLACK SEA,44.75,37.0,33.0,5.5,1966-07-12,0.0,0.0,0.0,0.0,0.0,0.0
0.0,TURKEY: VARTO,39.2,41.6,24.0,6.8,1966-08-19,7394.0,0.0,0.0,12500020.0,0.0,0.0
0.0,GREECE: SOUTHERN,37.5,22.1,17.0,5.9,1966-09-01,51.0,0.0,75.0,12500014.0,1180.0,0.0
1,"PERU: LIMA,HUACHO,HUAURA, CHANCAY,SUPE,SAN NICOLAS",-10.748,-78.638,38.0,8.1,1966-10-17,1110.0,0.0,8000.0,27500035.0,0.0,0.0
1,"CHILE: TALTAL, CATALINA",-25.5,-70.7,47.0,7.8,1966-12-28,53.0,0.0,56.0,500000.4,1000.0,0.0
0.0,MONGOLIA,48.1,102.8,35.0,7.5,1967-01-05,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,"COLOMBIA: HUILA, NEIVA, RIVERA,SAN ANTONIO",2.9,-74.9,60.0,6.8,1967-02-09,198.0,0.0,0.0,12500020.0,0.0,0.0
0.0,"INDONESIA: JAVA: DAMPIT,GONDANG,TRENGGALEK",-9.2,113.1,80.0,6.8,1967-02-19,154.0,0.0,1300.0,12500000.0,7000.0,5004.0
1,RUSSIA: KURIL ISLANDS,45.53,151.11,38.0,7.0,1967-03-19,0.0,0.0,0.0,0.0,0.0,0.0
0.0,"CHINA: HEBEI PROVINCE: HEJIAN, DACHENG",38.5,116.5,30.0,6.3,1967-03-27,0.0,0.0,0.0,12500000.0,58886.0,0.0
0.0,"TURKEY: MUDURNU, ADAPAZARI",40.7,30.8,4.0,7.3,1967-07-22,186.0,0.0,0.0,2500003.0,0.0,0.0
1,VENEZUELA,10.6,-67.3,10.0,6.5,1967-07-29,1300.0,0.0,6536.0,27500140.0,0.0,0.0
0.0,"FRANCE: ARETTE,LANNE,MONTORY,ARAMITS,HAUX,SUNHAR",43.2,-0.5,15.0,5.3,1967-08-13,51.0,0.0,180.0,2500000.0,1000.0,0.0
0.0,CHINA: SICHUAN PROVINCE,31.6,100.3,10.0,6.8,1967-08-30,0.0,0.0,0.0,27500000.0,5000.0,0.0
0.0,ALBANIA,41.5,20.5,29.0,6.5,1967-11-30,68.0,0.0,0.0,12500020.0,0.0,0.0
0.0,CHINA: HEBEI PROVINCE: SHULU,37.717,115.21700000000001,25.0,5.7,1967-12-02,0.0,0.0,0.0,2500000.0,50.0,0.0
0.0,INDIA,17.7,73.9,33.0,6.5,1967-12-10,1180.0,0.0,0.0,500000.4,0.0,0.0
0.0,CHINA: SHANXI PROVINCE,36.467,111.21700000000001,30.0,5.4,1967-12-18,0.0,0.0,0.0,500000.0,50.0,0.0
0.0,PAPUA NEW GUINEA: NEW IRELAND,-5.5,153.2,74.0,7.8,1968-02-12,0.0,0.0,0.0,500000.0,0.0,0.0
1,GREECE: AEGEAN SEA: ST EUSTRATIOS,39.368,24.956999999999997,15.0,7.2,1968-02-19,70.0,0.0,68.0,500000.6,1500.0,1955.0
1,"JAPAN: KYUSHU, SHIKOKU",32.3,132.5,30.0,7.5,1968-04-01,51.0,0.0,72.0,2500000.0,100.0,0.0
1,ITALY: LIGURIA,44.08,8.0,7.0,4.6,1968-04-18,0.0,0.0,0.0,0.0,0.0,0.0
0.0,"IRAN: MAKU,SHAH BANDALU,QURTA BOLAGH,QONDEQLI",39.2,44.3,34.0,5.3,1968-04-29,88.0,0.0,200.0,2500001.0,1100.0,0.0
1,JAPAN: OFF EAST COAST OF HONSHU ISLAND,40.8,143.2,7.0,8.2,1968-05-16,152.0,0.0,1330.0,12500000.0,1689.0,0.0
0.0,"MEXICO: OAXACA, GUERRERO",16.5,-97.8,36.0,7.5,1968-08-02,68.0,0.0,0.0,2500002.4,0.0,0.0
1,"INDONESIA: SULAWESI: TAMBU,COAST OF MAPAGA",0.2,119.8,23.0,7.4,1968-08-14,0.0,0.0,0.0,0.0,0.0,0.0
0.0,IRAN: DASHT-E-BAYAZ,34.0,59.0,13.0,7.3,1968-08-31,15488.0,0.0,22000.0,27500035.0,17000.0,0.0
0.0,ARMENIA: ZANGEZUR,39.1,46.2,24.0,5.0,1968-09-01,0.0,0.0,0.0,12500000.0,0.0,0.0
1,"TURKEY: BARTIN, AMASRA, CAKRAZ",41.8,32.3,38.0,6.6,1968-09-03,74.0,0.0,1200.0,12500000.0,7000.0,2004.0
1,VENEZUELA: CARUPANO,10.5,-62.6,107.0,6.2,1968-09-20,53.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"AUSTRALIA: MECKERING, NORTHAM, CUNDERDIN, YORK",-31.6,117.0,5.0,6.9,1968-10-14,0.0,0.0,0.0,2500002.2,0.0,0.0
0.0,IRAN: NE KHURASAN PROVINCE,37.1,57.9,11.0,5.6,1969-01-03,100.0,0.0,0.0,2500000.0,0.0,0.0
0.0,CHINA: XINJIANG PROVINCE: WUSHI,41.45,79.367,10.0,6.3,1969-02-11,54.0,0.0,50.0,12500000.0,1000.0,0.0
1,"PORTUGAL; MOROCCO: RABAT, SALE; SPAIN: CANARY IS",36.016999999999996,-10.95,22.0,7.8,1969-02-28,63.0,0.0,180.0,2500000.0,0.0,0.0
0.0,"TURKEY: DEMIRCI, GORDES, SINDIRGI",39.2,28.5,12.0,5.6,1969-03-23,0.0,0.0,0.0,12500000.0,0.0,0.0
0.0,ETHIOPIA: SARDO,11.9,41.21,35.0,6.2,1969-03-29,90.0,0.0,1160.0,500000.32,1000.0,0.0
0.0,"PERU: LAMPA-JUNIN,HUAYTAPALLANA",-11.9,-75.1,1.0,5.9,1969-07-24,0.0,0.0,0.0,12500000.0,0.0,0.0
0.0,CHINA: GUANGDONG PROVINCE: YANGJIANG COUNTY,22.316999999999997,111.8,5.0,6.4,1969-07-25,8000.0,0.0,0.0,27500000.0,15762.0,0.0
0.0,ITALY: PERUGIA,43.2,12.4,33.0,4.7,1969-08-11,0.0,0.0,54.0,500000.0,0.0,0.0
1,"RUSSIA: SHIKOTAN ISLAND, KURILSKIYE",43.6,147.9,30.0,8.2,1969-08-11,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"PERU: HUAYTAPALLANA, LAMPA, CHILIFRUTA",-11.7,-75.1,43.0,6.2,1969-10-01,1150.0,0.0,0.0,2500005.0,0.0,0.0
0.0,CALIFORNIA: SANTA ROSA,38.467,-122.69200000000001,10.0,4.8,1969-10-02,51.0,0.0,0.0,12500008.35,0.0,0.0
0.0,BALKANS NW: BOSNIA-HERZEGOVINA: BANJA LUKA,44.9,17.3,33.0,6.0,1969-10-26,64.0,0.0,0.0,27500050.0,0.0,0.0
0.0,"BALKANS NW: BOSNIA-HERZEGOVINA: KAKASI, JABLAN",44.9,17.2,33.0,6.4,1969-10-27,59.0,0.0,0.0,12500000.0,0.0,0.0
1,RUSSIA: OFF KAMCHATKA,57.7,163.6,51.0,7.3,1969-11-22,0.0,0.0,0.0,500000.0,0.0,0.0
1,GUADELOUPE: GRAND BOURG,15.8,-59.7,7.0,7.2,1969-12-25,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,CHINA: YUNNAN PROVINCE; VIETNAM: HANOI,24.1,102.5,31.0,7.8,1970-01-04,15000.0,0.0,0.0,12500000.0,1000.0,3.0
1,PHILIPPINES: MINDANAO,6.8,126.7,73.0,7.6,1970-01-10,0.0,0.0,0.0,0.0,0.0,0.0
0.0,"PERU: PANAO,CHACLLA,QUERO,AYLLAMARCA,LA LINDA",-9.9,-75.6,35.0,5.4,1970-02-14,62.0,0.0,0.0,12500000.0,1000.0,0.0
1,ALASKA: ANDREANOF ISLANDS,57.5,-153.9,29.0,6.0,1970-03-11,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,TURKEY: GEDIZ,39.2,29.5,20.0,7.4,1970-03-28,6086.0,0.0,6174.0,27500055.6,13229.0,8233.0
1,PHILIPPINES: LUZON,15.78,121.71,40.0,7.3,1970-04-07,65.0,0.0,1200.0,2500000.0,0.0,0.0
0.0,"TURKEY: DEMIRCI, MANISA",39.1,28.7,18.0,5.7,1970-04-23,50.0,0.0,93.0,0.0,1150.0,153.0
1,RUSSIA: DAGESTAN,43.0,47.1,44.0,6.5,1970-05-14,1000.0,0.0,0.0,12500000.0,100.0,100.0
1,"PERU: NORTHERN, PISCO, CHICLAYO",-9.2,-78.8,43.0,7.9,1970-05-31,71794.0,0.0,55000.0,27500530.0,1000.0,3.0
0.0,"IRAN: KARNAVEH, MAREV",37.8,55.9,16.0,6.7,1970-07-30,1220.0,0.0,1220.0,12500008.0,7000.0,2004.0
0.0,BALKANS NW: CROATIA: KNIN,44.0,16.0,5.0,5.5,1970-09-07,0.0,0.0,58.0,2500000.0,0.0,0.0
1,"PHILIPPINES: BATAN ISLANDS: BASCO, SABTANG",20.6,122.0,33.0,5.3,1970-09-30,0.0,0.0,0.0,2500000.0,1000.0,3.0
1,PAPUA NEW GUINEA: MADANG,-4.907,145.471,8.0,7.3,1970-10-31,65.0,0.0,70.0,2500001.75,1800.0,803.0
0.0,PERU: N; ECUADOR: S,-4.0,-80.7,25.0,7.6,1970-12-10,182.0,0.0,1350.0,12500006.0,0.0,0.0
0.0,"INDONESIA: NEW GUINEA: IRIAN JAYA:DJAJAPURA,SENTANI",-3.1,139.7,34.0,8.1,1971-01-10,0.0,0.0,0.0,2500000.0,50.0,100.0
0.0,"INDONESIA: NATAL, SIBOLGA, TARUTUNG, PASAMAN",0.6,98.8,40.0,7.1,1971-02-04,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,ITALY: TUSCANIA,42.5,11.8,33.0,4.6,1971-02-06,74.0,0.0,1150.0,27500041.0,90.0,1682.0
0.0,CALIFORNIA: SAN FERNANDO,34.412,-118.4,8.0,6.5,1971-02-09,165.0,0.0,7000.0,27500505.0,0.0,0.0
1,ALASKA: ANDREANOF ISLANDS,51.4,-177.2,43.0,7.1,1971-05-02,0.0,0.0,0.0,0.0,0.0,0.0
0.0,TURKEY: BURDUR,37.6,29.8,23.0,5.9,1971-05-12,200.0,0.0,1000.0,12500000.0,0.0,0.0
0.0,TURKEY: BINGOL,38.8,40.5,3.0,6.7,1971-05-22,2000.0,0.0,100.0,2500005.0,0.0,0.0
0.0,"CHILE: CATALINA, ANTOFAGASTA",-25.5,-69.2,93.0,6.3,1971-06-17,51.0,0.0,0.0,2500000.0,0.0,0.0
1,CHILE: CENTRAL,-32.5,-71.2,58.0,7.8,1971-07-09,183.0,0.0,1447.0,27500236.4,1000.0,0.0
1,PAPUA NEW GUINEA: NEW IRELAND: BOUGAINVILLE,-5.5,153.9,47.0,7.9,1971-07-14,52.0,0.0,55.0,500000.0,0.0,0.0
1,PAPUA NEW GUINEA: BISMARCK SEA RABAUL,-4.9,153.2,48.0,7.9,1971-07-26,0.0,0.0,0.0,0.0,0.0,0.0
0.0,PERU-ECUADOR: GUAYAQUIL,-2.7,-77.4,135.0,6.3,1971-07-27,51.0,0.0,100.0,2500000.0,0.0,0.0
1,"RUSSIA: SAKHALIN, MONERON ISLAND",46.5,141.2,9.0,7.1,1971-09-05,0.0,0.0,0.0,500000.0,0.0,0.0
1,PAPUA NEW GUINEA: BISMARCK SEA,-6.5,146.6,115.0,7.0,1971-09-25,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,PERU: APURIMAC,-14.1,-73.3,54.0,5.7,1971-10-15,55.0,0.0,0.0,12500000.0,0.0,0.0
0.0,"VANUATU ISLANDS: ESPIRITU SANTO, PORT VILA",-15.5,167.2,40.0,7.1,1971-10-27,51.0,0.0,100.0,12500000.0,0.0,0.0
1,"RUSSIA: OFF KAMCHATKA, SHEMYA, ATTU",56.0,163.3,33.0,7.8,1971-12-15,0.0,0.0,0.0,0.0,0.0,0.0
0.0,TAIWAN,22.6,122.1,33.0,7.6,1972-01-04,0.0,0.0,0.0,0.0,0.0,0.0
1,TAIWAN,22.5,122.3,33.0,7.5,1972-01-25,51.0,0.0,0.0,500000.0,55.0,0.0
1,"JAPAN: S OF HONSHU: HACHIJOJIMA, TOKYO",33.3,140.8,56.0,7.2,1972-02-29,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,PERU: JUANJUI,-6.8,-76.8,64.0,6.1,1972-03-20,57.0,0.0,100.0,12500020.0,0.0,0.0
0.0,"IRAN: QIR,KARZIN, JAHROM, FIRUZABAD",28.4,52.8,11.0,6.9,1972-04-10,35000.0,0.0,6700.0,27500000.0,5000.0,0.0
0.0,TAIWAN: HUALIEN,23.6,121.6,33.0,6.9,1972-04-24,54.0,0.0,61.0,2500000.0,0.0,0.0
0.0,"PHILIPPINES: MINDORO, LUZON, MANILA",13.4,120.3,50.0,7.2,1972-04-25,0.0,0.0,0.0,2500000.0,0.0,0.0
1,CHILE: CENTRAL,-30.5,-71.8,39.0,6.6,1972-06-08,0.0,0.0,0.0,0.0,0.0,0.0
0.0,"AFGHANISTAN: HINDU KUSH: SARSANGI, NARIN COUNTIES",36.2,69.7,47.0,6.1,1972-06-24,61.0,0.0,65.0,2500000.0,1000.0,3.0
1,"ALASKA: SITKA, JUNEAU",56.82,-135.68,25.0,7.6,1972-07-30,0.0,0.0,0.0,500000.0,0.0,0.0
1,W. SOLOMON SEA,-6.0,152.9,10.0,7.1,1972-08-17,0.0,0.0,0.0,0.0,0.0,0.0
0.0,"FRANCE: LABOIRIE, ARCEAU, SAINT-PIERRE D'OLERON",46.0,-1.1,33.0,5.3,1972-09-07,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"GREECE: CORINTHIA, ARCADIA",37.9,22.4,83.0,6.0,1972-09-13,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"GREECE: LIXOURI, CHAVRIATA, DAMOULIANATA,KOUVALATA",38.3,20.3,33.0,6.3,1972-09-17,0.0,0.0,0.0,2500000.0,90.0,0.0
0.0,"NEW CALEDONIA: LOYALTY ISLANDS: TANNA, ANATOM",-20.0,168.8,32.0,7.0,1972-11-02,0.0,0.0,0.0,0.0,0.0,0.0
1,"PHILIPPINES: MINDANAO, DAVAO",6.5,126.6,73.0,7.4,1972-12-02,0.0,0.0,0.0,500000.0,0.0,0.0
1,"JAPAN: S OF HONSHU, HACHIJOJIMA",33.3,140.7,66.0,7.4,1972-12-04,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,CHINA: SICHUAN PROVINCE,31.4,100.58,33.0,7.6,1973-02-06,0.0,0.0,0.0,2500000.0,1168.0,0.0
0.0,NEW ZEALAND: HAWKES BAY,-39.58,176.57,38.0,5.1,1973-02-21,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,CALIFORNIA: OXNARD,34.1,-119.0,8.0,5.7,1973-02-21,0.0,0.0,0.0,2500001.0,0.0,0.0
1,"RUSSIA: KURIL ISLANDS, HIROO, URAKAWA",50.5,156.6,27.0,7.2,1973-02-28,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"AUSTRALIA: WOLLONGONG, SYDNEY",-34.13,150.27,13.0,5.5,1973-03-09,0.0,0.0,0.0,500000.5,0.0,0.0
1,"PHILIPPINES: QUEZON CITY: CALAUG,LOPEZ,GUIAYANGAN",13.4,122.8,33.0,7.5,1973-03-17,65.0,0.0,164.0,500000.45,0.0,0.0
0.0,HAWAII: HILO,19.936,-155.09799999999998,48.0,6.5,1973-04-26,0.0,0.0,61.0,12500005.75,0.0,0.0
1,JAPAN: HOKKAIDO ISLAND,43.2,145.8,48.0,7.7,1973-06-17,0.0,0.0,77.0,2500005.0,52.0,0.0
1,RUSSIA: KURIL ISLANDS,43.3,146.4,50.0,7.1,1973-06-24,0.0,0.0,51.0,500000.0,0.0,0.0
0.0,"MEXICO: VERACRUZ, MEXICO CITY",18.27,-96.6,84.0,6.2,1973-08-28,1600.0,0.0,0.0,12500000.0,0.0,0.0
1,"CHILE: VALPARAISO, LA LIGUA, SANTIAGO",-32.5,-71.5,14.0,6.7,1973-10-05,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"GREECE: LEUKAS ISLAND, PREVEZA, VONITSA",38.9,20.44,8.0,5.5,1973-11-04,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"AZORES: PICO, FAIAL, TERCEIRA",38.46,-28.31,5.0,5.1,1973-11-23,51.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"GREECE: CRETE, PALAEOCHORA, CHANIA",35.18,23.8,26.0,5.6,1973-11-29,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"VANUATU ISLANDS: ESPIRITU SANTO, LUGANILLE",-14.46,166.6,26.0,7.5,1973-12-28,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"VANUATU ISLANDS: LUGANVILLE, LAMAP",-15.12,166.9,47.0,7.2,1973-12-29,0.0,0.0,0.0,2500000.0,0.0,0.0
1,SOLOMON ISLANDS,-7.4,155.6,40.0,7.1,1974-02-01,0.0,0.0,0.0,0.0,0.0,0.0
1,JAPAN: NAKAGI,34.5,138.7,2.0,6.5,1974-05-08,80.0,0.0,1102.0,2500000.0,1134.0,0.0
0.0,BALKANS NW: SLOVENIA: KOZJANSKO,44.97,15.53,7.0,4.5,1974-06-20,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"JAPAN: HONSHU: KAKIOTA, MITO, TOKYO",36.0,139.82,58.0,5.7,1974-08-03,52.0,0.0,67.0,2500000.0,0.0,0.0
1,"CHILE: LA UNION, VALDIVIA",-38.5,-73.4,36.0,7.1,1974-08-18,0.0,0.0,0.0,500000.0,0.0,0.0
1,RUSSIA: KURIL-JAPAN: HOKKAIDO,43.2,146.7,43.0,6.7,1974-09-27,0.0,0.0,0.0,0.0,0.0,0.0
1,"PERU: LIMA, CALLAO",-12.27,-77.79,13.0,8.1,1974-10-03,178.0,0.0,7414.0,12500010.0,1000.0,0.0
0.0,ANTIGUA AND BARBUDA; ST KITTS,17.3,-62.0,47.0,7.5,1974-10-08,0.0,0.0,54.0,2500000.0,0.0,0.0
1,"PAKISTAN: BALAKOT, PATAN",35.1,72.9,22.0,6.2,1974-12-28,10300.0,0.0,22000.0,2500003.255,1000.0,3.0
0.0,JAPAN: AROSAN,33.0,131.1,10.0,5.8,1975-01-23,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,ALASKA: ALEUTIAN ISLANDS: NEAR ISLANDS,53.11,173.5,10.0,7.6,1975-02-02,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"CHINA: LIAONING PROVINCE: YINGTAO, ANSHAN",40.64,122.58,33.0,7.4,1975-02-04,1300.0,0.0,0.0,27500000.0,5000.0,0.0
0.0,INDONESIA: JAVA,-6.7,106.7,27.0,5.6,1975-02-09,51.0,0.0,0.0,2500000.0,0.0,0.0
1,"CHILE: COQUIMBO, LA SERENA",-29.9,-71.3,4.0,6.9,1975-03-13,52.0,0.0,75.0,500000.0,0.0,0.0
0.0,"TURKEY: W; CANAKKALE, ECEABAT, GELIBOLU, LAPSEKI",40.42,26.14,5.0,6.7,1975-03-27,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,IDAHO: POCATELLO VALLEY,42.06,-112.55,5.0,6.0,1975-03-28,0.0,0.0,0.0,2500001.0,0.0,0.0
0.0,"JAPAN: OITA, AROSAN",33.19,131.3,7.0,6.1,1975-04-20,0.0,0.0,58.0,12500000.0,0.0,0.0
1,ATLANTIC OCEAN: MADERIA ISLANDS,35.997,-17.649,33.0,7.7,1975-05-26,0.0,0.0,0.0,500000.0,0.0,0.0
1,PAPUA NEW GUINEA: BISMARCK SEA: BOUGAINVILLE,-6.59,155.054,49.0,7.9,1975-07-20,0.0,0.0,0.0,12500000.0,100.0,0.0
0.0,"PAPUA NEW GUINEA: SOLOMON ISLANDS: BUIN, BOKU",-7.104,155.15200000000002,44.0,7.7,1975-07-20,0.0,0.0,0.0,0.0,0.0,0.0
0.0,CALIFORNIA: OROVILLE,39.439,-121.52799999999999,15.0,5.6,1975-08-01,0.0,0.0,60.0,2500003.0,0.0,0.0
0.0,TURKEY: LICE,38.474000000000004,40.723,26.0,6.7,1975-09-06,7311.0,0.0,8372.0,12500017.0,0.0,0.0
0.0,"IRAN: SARPIR,DORAHAN,DEH BAGH",31.599,51.037,33.0,5.0,1975-09-21,52.0,0.0,0.0,12500000.0,0.0,0.0
1,PHILIPPINES,12.54,125.993,50.0,7.6,1975-10-31,51.0,0.0,0.0,0.0,0.0,0.0
0.0,GUAM,13.843,144.754,113.0,6.1,1975-11-01,0.0,0.0,0.0,500000.0,0.0,0.0
1,HAWAII,19.451,-155.033,2.0,7.7,1975-11-29,0.0,0.0,0.0,2500004.0,0.0,0.0
1,SAMOA ISLANDS,-16.265,-172.467,33.0,7.8,1975-12-26,0.0,0.0,0.0,0.0,0.0,0.0
0.0,GREECE: KATO-MAKRINOU,38.628,21.798000000000002,19.0,5.5,1975-12-31,51.0,0.0,60.0,12500000.0,0.0,0.0
0.0,KERMADEC ISLANDS,-29.208000000000002,-177.886,69.0,7.8,1976-01-14,0.0,0.0,0.0,0.0,0.0,0.0
1,RUSSIA: KURIL ISLANDS,44.915,149.123,41.0,7.0,1976-01-21,0.0,0.0,0.0,0.0,0.0,0.0
1,"GUATEMALA: CHIMALTENANGO, GUATEMALA CITY",15.324000000000002,-89.101,5.0,7.5,1976-02-04,28000.0,0.0,81000.0,27502147.0,0.0,0.0
0.0,AFGHANISTAN: HINDU-KUSH: SHAMAGAN PROVINCE,36.61,67.79,33.0,5.5,1976-03-19,100.0,0.0,0.0,12500000.0,0.0,0.0
0.0,UZBEKISTAN: GAZLI,40.31,63.77,33.0,7.0,1976-04-08,0.0,0.0,0.0,12500000.0,0.0,0.0
0.0,"ITALY: NE, BALKANS NW: SLOVENIA: NW",46.356,13.275,9.0,6.5,1976-05-06,1978.0,0.0,6700.0,27503600.0,0.0,0.0
0.0,"UZBEKISTAN: GAZLI, BUKHARA",40.38,63.47,10.0,7.0,1976-05-17,0.0,0.0,0.0,27500085.0,0.0,0.0
0.0,CHINA: YUNNAN PROVINCE: LUNGLING-LUSHI,24.57,98.95299999999999,8.0,7.3,1976-05-29,100.0,0.0,0.0,12500000.0,0.0,0.0
0.0,CHINA: YUNNAN PROVINCE: LUNGLING-LUSHI,24.531,98.71,10.0,7.4,1976-05-29,100.0,0.0,0.0,12500000.0,0.0,0.0
0.0,"MALAYSIA: SABAH: LAHAD,DATU,KANAK",4.96,118.31,33.0,6.2,1976-07-26,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,CHINA: NE: TANGSHAN,39.57,117.98,23.0,7.5,1976-07-27,247769.0,0.0,804000.0,27505600.0,0.0,0.0
0.0,CHINA: NE: TANGSHAN,39.664,118.40100000000001,26.0,7.4,1976-07-28,100.0,0.0,0.0,2500000.0,1000.0,0.0
1,PHILIPPINES: MINDANAO: S,6.292000000000001,124.09,33.0,8.0,1976-08-16,6200.0,0.0,8500.0,27500134.0,0.0,0.0
0.0,TURKEY: DENIZLI,37.7,28.89,3.0,4.9,1976-08-19,54.0,0.0,100.0,2500000.0,6800.0,0.0
0.0,ITALY: NORTHEASTERN,46.28,13.157,16.0,5.5,1976-09-11,55.0,0.0,100.0,2500000.0,0.0,0.0
0.0,ITALY: NORTHEASTERN,46.302,13.197000000000001,10.0,6.0,1976-09-15,61.0,0.0,100.0,2500000.0,0.0,0.0
0.0,ITALY-BALKANS NW,46.32,13.13,17.0,5.9,1976-09-15,52.0,0.0,0.0,2500000.0,0.0,0.0
0.0,INDONESIA: NEW GUINEA: IRIAN JAYA: JAYAWIJAYA,-4.5169999999999995,139.918,33.0,7.1,1976-10-29,1133.0,0.0,0.0,500000.0,0.0,50.0
0.0,IRAN: KHORASAN PROVINCE,33.8,59.15,13.0,6.2,1976-11-07,67.0,0.0,0.0,12500000.0,0.0,0.0
0.0,TURKEY: MURADIYE,39.12,44.03,36.0,7.3,1976-11-24,10000.0,0.0,0.0,27500060.0,0.0,0.0
0.0,AFGHANISTAN; TAJIKISTAN: KHOROG,36.51,71.04,190.0,6.1,1976-11-27,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"CHILE: POZO ALMONTE, OFICINA VICTORIA, ARICA",-20.52,-68.92,82.0,7.3,1976-11-30,51.0,0.0,63.0,2500000.0,0.0,0.0
0.0,"INDONESIA: BALI: KAYUBIHI,BANJAR ANTUGAN JEHEM",-8.22,115.19,33.0,5.2,1977-01-26,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,"INDONESIA: SUMATERA,SINURAT,TALU",0.45,100.02,22.0,6.0,1977-03-08,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,PHILIPPINES: LUZON: MANILA,16.77,122.33,37.0,7.3,1977-03-18,51.0,0.0,59.0,500000.1,64.0,72.0
1,SAMOA ISLANDS: APIA,-16.695999999999998,-172.095,33.0,7.6,1977-04-02,0.0,0.0,0.0,500000.0,0.0,0.0
1,SOLOMON ISLANDS,-9.828,160.32299999999998,33.0,6.8,1977-04-20,84.0,0.0,0.0,12500000.0,0.0,0.0
1,SOLOMON ISLANDS,-9.89,160.34799999999998,19.0,7.6,1977-04-20,0.0,0.0,0.0,500000.0,0.0,0.0
1,SOLOMON ISLANDS,-9.965,160.731,33.0,8.1,1977-04-21,68.0,0.0,51.0,12500000.0,0.0,0.0
1,TONGA TRENCH,-22.878,-175.9,65.0,7.2,1977-06-22,51.0,0.0,55.0,2500001.2,0.0,0.0
