Year,Mo,Dy,Tsunami,Volcano,Name,Latitude,Longitude,Depth,Magnitude,Deaths/Num,Deaths/Scale,Missing/Num,Missing/Scale,Injuries/Num,Injuries/Scale,Damage/$Mill,Damage/ Scale,Houses Destroyed/ Num,Houses Destroyed/ Scale,Houses Damaged/ Num,Houses Damaged/ Scale
2015,11,13,Tsu,,JAPAN: KYUSYU ISLAND,31.001,128.873,12,6.7,,,,,,,,,,,,
2015,11,17,,,KYRGYZSTAN: OSH,40.376,73.204,18,5.6,,,,,,,,2,200,3,800,3
2015,11,22,,,VENEZUELA: MERIDA,8.48,-71.42,5,5.1,1,1,,,3,1,,1,,,6,1
2015,11,24,,,PERU-BRAZIL,-10.77,-71.41,636,7.6,,,,,,,,,,,,
2015,11,24,,,PERU-BRAZIL,-10.07,-70.98,606,7.6,,,,,,,,,,,,
2015,12,7,,,TAJIKISTAN,38.211,72.78,22,7.2,2,1,,,,3,5,2,500,3,,3
2015,12,17,,,MEXICO: COCOTITLAN,15.802,-93.633,85,6.6,2,1,,,,,,,,,,
2015,12,25,,,AFGHANISTAN; PAKISTAN,36.494,71.126,206,6.3,4,1,,,97,2,,1,,1,,1
2016,1,3,,,INDIA: IMPAHL,24.804,93.651,55,6.7,13,1,,,100,2,75,4,,,,2
2016,1,16,,,"INDONESIA: MALUKU: BURU, AMBALAU ISLAND",-3.873,127.229,4,5.6,1,1,,,22,1,,1,,,230,3
2016,1,24,,,ALASKA: KENAI,59.658,-153.452,126,7.1,,,,,,,,1,4,1,,
2016,1,25,,,MOROCCO: MELILLA,35.649,-3.682,12,6.3,1,1,,,26,1,,1,,1,,1
2016,2,5,,,TAIWAN: TAINAN,22.97,120.46,10,6.4,117,3,,,525,3,700,4,,1,,1
2016,3,2,Tsu,,INDONESIA: SUMATRA:,-4.952,94.33,24,7.8,,,,,,,,,,,,
2016,4,10,,,AFGHANISTAN: KHYBER PAKHTUNKHWA,36.473,71.131,212,6.6,6,1,,,5,1,,1,,,20,1
2016,4,13,,,INDIA: ASSAM; BANGLADESH,23.094,94.865,136,6.9,2,1,,,170,3,,2,,,4,1
2016,4,15,,,"JAPAN: KUMAMOTO, OITA",32.791,130.754,10,7,50,1,,,1500,4,20000,4,80000,4,,
2016,4,16,Tsu,,"ECUADOR: NEAR WEST COAST: MANABI, ESMERALDAS",0.35,-80.16,17,7.8,663,3,9,1,6274,4,3300,4,6998,4,29672,4
2016,5,18,,,ECUADOR: MANABI PROVINCE,0.495,-79.616,30,6.9,1,1,,,162,3,,1,,1,32,1
2016,5,28,,,ALGERIA: MEDEA: MIHOUB,36.431,3.517,11,5.4,,,,,28,1,,2,,3,,1
2016,6,1,,,INDONESIA: SUMATRA: PESISIR SELATAN,-2.097,100.665,50,6.6,1,1,,,30,1,,2,,,2663,4
2016,6,7,,,INDONESIA: MALUKU: TERNATE ISLAND,1.279,126.371,31,6.3,,,,,,,,1,,,,1
2016,7,29,,,NORTHERN MARIANA ISLANDS,18.543,145.507,196,7.7,,,,,,,,,,,,
2016,7,31,,,INDONESIA: SUMBAWA ISLAND: WEST NUSA TENGGARA,-8.194,117.814,21,5.6,,,,,4,1,,2,,,700,3
2016,8,15,,,PERU: AREQUIPA,-15.64,-71.68,8,5.5,9,1,,,68,2,,2,605,3,671,3
2016,8,24,,,"ITALY: ACCUMOLI, ARQUATA, AMATRICE",42.704,13.238,4,6.2,299,3,15,1,368,3,5000,4,,3,,2
2016,8,24,,,MYANMAR (BURMA): CHAUK,20.923,94.569,82,6.8,4,1,,,20,1,10,3,,,230,3
2016,9,1,Tsu,,NEW ZEALAND: GISBORNE,-37.359,179.146,19,7,,,,,,,,,,,,
2016,9,11,,,BALKANS NW: MACEDONIA,42.008,21.488,13,5.1,,,,,30,1,10,3,,,,1
2016,9,12,,,SOUTH KOREA: GYEONGJU,35.781,129.216,13,5.4,1,1,,,14,1,21,3,,,106,3
2016,9,28,,,NICARAGUA: LEON,12.442,-86.515,8,5.5,1,1,,,5,1,,2,6,1,487,3
2016,10,1,,,"PAKISTAN: MANSEHRA, NARAN",34.905,73.682,10,5.4,1,1,,,,2,,1,,2,,
2016,10,21,,,JAPAN: KURAYOSHI,35.374,133.809,6,6.2,,,,,7,1,100,4,2,1,160,3
2016,10,26,,,"ITALY: VISSO, USSITA",42.956,13.067,10,6.1,1,1,,,,1,,4,,,1001,4
2016,10,30,,,ITALY: NORCIA,42.84,13.11,9,6.6,2,1,,,20,1,200,4,,1,,4
2016,11,7,,,OKLAHOMA: CUSHING,35.988,-96.805,3,5,,,,,,1,20,3,,,50,1
2016,11,13,Tsu,,NEW ZEALAND: AMBERLEY,-42.737,173.054,15,7.8,2,1,,,,,,2,,,,1
2016,11,21,Tsu,,JAPAN: NEAR E COAST HONSHU,37.393,141.387,9,6.9,,,,,15,1,,1,,,,
2016,11,24,Tsu,,NICARAGUA,11.96,-88.835,33,6.9,,,,,,,,,,,,
2016,11,25,,,CHINA: XINJIANG PROVINCE: KASHGAR,39.273,73.978,17,6.6,1,1,,,,,5.5,3,,2,,
2016,11,27,,,"NEPAL: MOUNT AMA DABLAM, CHARIKHARKA",27.802,86.532,10,5.4,1,1,,,1,1,,1,2,1,,
2016,12,1,,,"COSTA RICA: PARAISO, TURRIALBA",9.949,-83.807,1,5.3,,,,,,,,2,,,60,2
2016,12,1,,,"PERU: PUNO, LAMPA",-15.44,-70.93,10,6.2,1,1,,,17,1,,1,8,1,40,1
2016,12,6,,,INDONESIA: SUMATRA: ACEH: PIDIE JAYA,5.283,96.168,13,6.5,104,3,,,857,3,100,4,245,3,18752,4
2016,12,8,,,CHINA: N. XINJIANG: URUMQI,43.823,86.345,18,6,1,1,,,,,135,4,,,,
2016,12,8,Tsu,,SOLOMON ISLANDS,-10.681,161.327,40,7.8,1,1,,,,,,1,191,3,126,3
2016,12,9,Tsu,,SOLOMON ISLANDS,-10.749,161.132,20,6.9,,,,,,,,,,,,
2016,12,17,Tsu,,PAPUA NEW GUINEA: NEW BRITAIN NEW IRELAND,-4.505,153.522,95,7.9,,,,,,,,,,,,
2016,12,19,,,ECUADOR: ESMERALDAS,0.93,-79.84,6,5.4,3,1,,,47,1,,2,10,1,70,2
2016,12,25,Tsu,,CHILE,-43.517,-74.391,30,7.6,,,,,,,,1,,,,
2017,1,22,Tsu,,PAPUA NEW GUINEA: BOUGAINVILLE ISLAND,-6.246,155.172,135,7.9,3,1,,,,,,1,,3,,
2018,1,14,Tsu,,PERU: YAUCA,-15.776,-74.744,36,7.1,2,1,,,139,3,,3,259,3,1577,4
2018,2,25,,,"PAPUA NEW GUINEA: S HIGHLANDS, HELA; INDONESIA",-6.068,142.768,23,7.5,145,3,,,300,3,61,4,,4,,4
2018,4,18,,,INDONESIA: JAVA: BANJARNEGARA,-7.21,109.65,4,4.4,3,1,,,21,1,,2,,,316,3
2018,9,28,Tsu,,INDONESIA: SULAWESI,-0.178,119.84,10,7.5,2256,4,1309,4,4612,4,912,4,5864,4,69483,4
2018,10,10,,,"INDONESIA: MADURA ISLAND, JAVA",-7.456,114.453,9,6,4,1,,,36,1,,1,,,433,3
