Year,Mo,Dy,Tsunami,Volcano,Name,Latitude,Longitude,Depth,Magnitude,Deaths/Num,Deaths/Scale,Missing/Num,Missing/Scale,Injuries/Num,Injuries/Scale,Damage/$Mill,Damage/ Scale,Houses Destroyed/ Num,Houses Destroyed/ Scale,Houses Damaged/ Num,Houses Damaged/ Scale
1968,4,1,Tsu,,"JAPAN: KYUSHU, SHIKOKU",32.3,132.5,30,7.5,1,1,,,22,1,,2,,2,,
1968,4,18,Tsu,,ITALY: LIGURIA,44.08,8,7,4.6,,,,,,,,,,,,
1968,4,29,,,"IRAN: MAKU,SHAH BANDALU,QURTA BOLAGH,QONDEQLI",39.2,44.3,34,5.3,38,1,,,100,2,1,2,1000,2,,
1968,5,16,Tsu,,JAPAN: OFF EAST COAST OF HONSHU ISLAND,40.8,143.2,7,8.2,52,2,,,330,3,,3,689,3,,
1968,8,2,,,"MEXICO: OAXACA, GUERRERO",16.5,-97.8,36,7.5,18,1,,,,,2.4,2,,,,
1968,8,14,Tsu,,"INDONESIA: SULAWESI: TAMBU,COAST OF MAPAGA",0.2,119.8,23,7.4,,,,,,,,,,,,
1968,8,31,,,IRAN: DASHT-E-BAYAZ,34,59,13,7.3,10488,4,,,17000,4,35,4,12000,4,,
1968,9,1,,,ARMENIA: ZANGEZUR,39.1,46.2,24,5,,,,,,,,3,,,,
1968,9,3,Tsu,,"TURKEY: BARTIN, AMASRA, CAKRAZ",41.8,32.3,38,6.6,24,1,,,200,3,,3,2000,4,2000,4
1968,9,20,Tsu,,VENEZUELA: CARUPANO,10.5,-62.6,107,6.2,3,1,,,,,,2,,
1968,10,14,,,"AUSTRALIA: MECKERING, NORTHAM, CUNDERDIN, YORK",-31.6,117,5,6.9,,,,,,,2.2,2,,
1969,1,3,,,IRAN: NE KHURASAN PROVINCE,37.1,57.9,11,5.6,50,1,,,,,,2,,
1969,2,11,,,CHINA: XINJIANG PROVINCE: WUSHI,41.45,79.367,10,6.3,4,1,,,,1,,3,,3
1969,2,28,Tsu,,"PORTUGAL; MOROCCO: RABAT, SALE; SPAIN: CANARY IS",36.017,-10.95,22,7.8,13,1,,,80,2,,2,,
1969,3,23,,,"TURKEY: DEMIRCI, GORDES, SINDIRGI",39.2,28.5,12,5.6,,,,,,,,3,,
1969,3,29,,,ETHIOPIA: SARDO,11.9,41.21,35,6.2,40,1,,,160,3,0.32,1,,3
1969,7,24,,,"PERU: LAMPA-JUNIN,HUAYTAPALLANA",-11.9,-75.1,1,5.9,,,,,,,,3,,
1969,7,25,,,CHINA: GUANGDONG PROVINCE: YANGJIANG COUNTY,22.317,111.8,5,6.4,3000,4,,,,,,4,10762,4
1969,8,11,,,ITALY: PERUGIA,43.2,12.4,33,4.7,,,,,4,1,,1,,
1969,8,11,Tsu,,"RUSSIA: SHIKOTAN ISLAND, KURILSKIYE",43.6,147.9,30,8.2,,,,,,,,2,,
1969,10,1,,,"PERU: HUAYTAPALLANA, LAMPA, CHILIFRUTA",-11.7,-75.1,43,6.2,150,3,,,,,5,2,,
1969,10,2,,,CALIFORNIA: SANTA ROSA,38.467,-122.692,10,4.8,1,1,,,,,8.35,3,,
1969,10,26,,,BALKANS NW: BOSNIA-HERZEGOVINA: BANJA LUKA,44.9,17.3,33,6,14,1,,,,,50,4,,
1969,10,27,,,"BALKANS NW: BOSNIA-HERZEGOVINA: KAKASI, JABLAN",44.9,17.2,33,6.4,9,1,,,,,,3,,
1969,11,22,Tsu,,RUSSIA: OFF KAMCHATKA,57.7,163.6,51,7.3,,,,,,,,1,,
1969,12,25,Tsu,,GUADELOUPE: GRAND BOURG,15.8,-59.7,7,7.2,,,,,,,,1,,,,
1970,1,4,,,CHINA: YUNNAN PROVINCE; VIETNAM: HANOI,24.1,102.5,31,7.8,10000,4,,,,,,3,,3,,3
1970,1,10,Tsu,,PHILIPPINES: MINDANAO,6.8,126.7,73,7.6,,,,,,,,,,,,
1970,2,14,,,"PERU: PANAO,CHACLLA,QUERO,AYLLAMARCA,LA LINDA",-9.9,-75.6,35,5.4,12,1,,,,,,3,,3,,
1970,3,11,Tsu,,ALASKA: ANDREANOF ISLANDS,57.5,-153.9,29,6,,,,,,,,1,,,,
1970,3,28,,,TURKEY: GEDIZ,39.2,29.5,20,7.4,1086,4,,,1174,4,55.6,4,8229,4,8229,4
1970,4,7,Tsu,,PHILIPPINES: LUZON,15.78,121.71,40,7.3,15,1,,,200,3,,2,,,,
1970,4,23,,,"TURKEY: DEMIRCI, MANISA",39.1,28.7,18,5.7,,1,,,43,1,,,150,3,150,3
1970,5,14,Tsu,,RUSSIA: DAGESTAN,43,47.1,44,6.5,,3,,,,,,3,,2,,2
1970,5,31,Tsu,,"PERU: NORTHERN, PISCO, CHICLAYO",-9.2,-78.8,43,7.9,66794,4,,,50000,4,530,4,,3,,3
1970,7,30,,,"IRAN: KARNAVEH, MAREV",37.8,55.9,16,6.7,220,3,,,220,3,8,3,2000,4,2000,4
1970,9,7,,,BALKANS NW: CROATIA: KNIN,44,16,5,5.5,,,,,8,1,,2,,,,
1970,9,30,Tsu,,"PHILIPPINES: BATAN ISLANDS: BASCO, SABTANG",20.6,122,33,5.3,,,,,,,,2,,3,,3
1970,10,31,Tsu,,PAPUA NEW GUINEA: MADANG,-4.907,145.471,8,7.3,15,1,,,20,1,1.75,2,800,3,800,3
1970,12,10,,,PERU: N; ECUADOR: S,-4,-80.7,25,7.6,82,2,,,350,3,6,3,,,,
1971,1,10,,,"INDONESIA: NEW GUINEA: IRIAN JAYA:DJAJAPURA,SENTANI",-3.1,139.7,34,8.1,,,,,,,,2,,1,,2
1971,2,4,,,"INDONESIA: NATAL, SIBOLGA, TARUTUNG, PASAMAN",0.6,98.8,40,7.1,,,,,,,,2,,,,
1971,2,6,,,ITALY: TUSCANIA,42.5,11.8,33,4.6,24,1,,,150,3,41,4,40,1,1678,4
1971,2,9,,,CALIFORNIA: SAN FERNANDO,34.412,-118.4,8,6.5,65,2,,,2000,4,505,4,,,,
1971,5,2,Tsu,,ALASKA: ANDREANOF ISLANDS,51.4,-177.2,43,7.1,,,,,,,,,,,,
1971,5,12,,,TURKEY: BURDUR,37.6,29.8,23,5.9,100,2,,,,3,,3,,,,
1971,5,22,,,TURKEY: BINGOL,38.8,40.5,3,6.7,1000,3,,,,2,5,2,,,,
1971,6,17,,,"CHILE: CATALINA, ANTOFAGASTA",-25.5,-69.2,93,6.3,1,1,,,,,,2,,,,
1971,7,9,Tsu,,CHILE: CENTRAL,-32.5,-71.2,58,7.8,83,2,,,447,3,236.4,4,,3,,
1971,7,14,Tsu,,PAPUA NEW GUINEA: NEW IRELAND: BOUGAINVILLE,-5.5,153.9,47,7.9,2,1,,,5,1,,1,,,,
1971,7,26,Tsu,,PAPUA NEW GUINEA: BISMARCK SEA RABAUL,-4.9,153.2,48,7.9,,,,,,,,,,,,
1971,7,27,,,PERU-ECUADOR: GUAYAQUIL,-2.7,-77.4,135,6.3,1,1,,,,2,,2,,,,
1971,9,5,Tsu,,"RUSSIA: SAKHALIN, MONERON ISLAND",46.5,141.2,9,7.1,,,,,,,,1,,,,
1971,9,25,Tsu,,PAPUA NEW GUINEA: BISMARCK SEA,-6.5,146.6,115,7,,,,,,,,1,,,,
1971,10,15,,,PERU: APURIMAC,-14.1,-73.3,54,5.7,5,1,,,,,,3,,,,
1971,10,27,,,"VANUATU ISLANDS: ESPIRITU SANTO, PORT VILA",-15.5,167.2,40,7.1,1,1,,,,2,,3,,,,
1971,12,15,Tsu,,"RUSSIA: OFF KAMCHATKA, SHEMYA, ATTU",56,163.3,33,7.8,,,,,,,,,,,,
1972,1,4,,,TAIWAN,22.6,122.1,33,7.6,,,,,,,,,,,,
1972,1,25,Tsu,,TAIWAN,22.5,122.3,33,7.5,1,1,,,,,,1,5,1,,
1972,2,29,Tsu,,"JAPAN: S OF HONSHU: HACHIJOJIMA, TOKYO",33.3,140.8,56,7.2,,,,,,,,2,,,,
1972,3,20,,,PERU: JUANJUI,-6.8,-76.8,64,6.1,7,1,,,50,1,20,3,,,,
1972,4,10,,,"IRAN: QIR,KARZIN, JAHROM, FIRUZABAD",28.4,52.8,11,6.9,30000,4,,,1700,4,,4,,4,,
1972,4,24,,,TAIWAN: HUALIEN,23.6,121.6,33,6.9,4,1,,,11,1,,2,,,,
1972,4,25,,,"PHILIPPINES: MINDORO, LUZON, MANILA",13.4,120.3,50,7.2,,,,,,,,2,,,,
1972,6,8,Tsu,,CHILE: CENTRAL,-30.5,-71.8,39,6.6,,,,,,,,,,,,
1972,6,24,,,"AFGHANISTAN: HINDU KUSH: SARSANGI, NARIN COUNTIES",36.2,69.7,47,6.1,11,1,,,15,1,,2,,3,,3
1972,7,30,Tsu,,"ALASKA: SITKA, JUNEAU",56.82,-135.68,25,7.6,,,,,,,,1,,,,
1972,8,17,Tsu,,W. SOLOMON SEA,-6,152.9,10,7.1,,,,,,,,,,,,
1972,9,7,,,"FRANCE: LABOIRIE, ARCEAU, SAINT-PIERRE D'OLERON",46,-1.1,33,5.3,,,,,,,,2,,,,
1972,9,13,,,"GREECE: CORINTHIA, ARCADIA",37.9,22.4,83,6,,,,,,,,2,,,,
1972,9,17,,,"GREECE: LIXOURI, CHAVRIATA, DAMOULIANATA,KOUVALATA",38.3,20.3,33,6.3,,,,,,,,2,40,1,,
1972,11,2,,,"NEW CALEDONIA: LOYALTY ISLANDS: TANNA, ANATOM",-20,168.8,32,7,,,,,,,,,,,,
1972,12,2,Tsu,,"PHILIPPINES: MINDANAO, DAVAO",6.5,126.6,73,7.4,,,,,,,,1,,,,
1972,12,4,Tsu,,"JAPAN: S OF HONSHU, HACHIJOJIMA",33.3,140.7,66,7.4,,,,,,,,1,,
1973,2,6,,,CHINA: SICHUAN PROVINCE,31.4,100.58,33,7.6,,,,,,,,2,168,3
1973,2,21,,,NEW ZEALAND: HAWKES BAY,-39.58,176.57,38,5.1,,,,,,,,2,,
1973,2,21,,,CALIFORNIA: OXNARD,34.1,-119,8,5.7,,,,,,,1,2,,
1973,2,28,Tsu,,"RUSSIA: KURIL ISLANDS, HIROO, URAKAWA",50.5,156.6,27,7.2,,,,,,,,2,,
1973,3,9,,,"AUSTRALIA: WOLLONGONG, SYDNEY",-34.13,150.27,13,5.5,,,,,,,0.5,1,,
1973,3,17,Tsu,,"PHILIPPINES: QUEZON CITY: CALAUG,LOPEZ,GUIAYANGAN",13.4,122.8,33,7.5,15,1,,,64,2,0.45,1,,
1973,4,26,,,HAWAII: HILO,19.936,-155.098,48,6.5,,,,,11,1,5.75,3,,
1973,6,17,Tsu,,JAPAN: HOKKAIDO ISLAND,43.2,145.8,48,7.7,,,,,27,1,5,2,2,1
1973,6,24,Tsu,,RUSSIA: KURIL ISLANDS,43.3,146.4,50,7.1,,,,,1,1,,1,,
1973,8,28,,,"MEXICO: VERACRUZ, MEXICO CITY",18.27,-96.6,84,6.2,600,3,,,,,,3,,
1973,10,5,Tsu,,"CHILE: VALPARAISO, LA LIGUA, SANTIAGO",-32.5,-71.5,14,6.7,,,,,,,,2,,
1973,11,4,,,"GREECE: LEUKAS ISLAND, PREVEZA, VONITSA",38.9,20.44,8,5.5,,,,,,,,2,,
1973,11,23,,,"AZORES: PICO, FAIAL, TERCEIRA",38.46,-28.31,5,5.1,1,1,,,,,,2,,
1973,11,29,,,"GREECE: CRETE, PALAEOCHORA, CHANIA",35.18,23.8,26,5.6,,,,,,,,2,,
1973,12,28,,,"VANUATU ISLANDS: ESPIRITU SANTO, LUGANILLE",-14.46,166.6,26,7.5,,,,,,,,2,,
1973,12,29,,,"VANUATU ISLANDS: LUGANVILLE, LAMAP",-15.12,166.9,47,7.2,,,,,,,,2,,,,
1974,2,1,Tsu,,SOLOMON ISLANDS,-7.4,155.6,40,7.1,,,,,,,,,,,,
1974,5,8,Tsu,,JAPAN: NAKAGI,34.5,138.7,2,6.5,30,1,,,102,3,,2,134,3,,
1974,6,20,,,BALKANS NW: SLOVENIA: KOZJANSKO,44.97,15.53,7,4.5,,,,,,,,2,,,,
1974,8,3,,,"JAPAN: HONSHU: KAKIOTA, MITO, TOKYO",36,139.82,58,5.7,2,1,,,17,1,,2,,,,
1974,8,18,Tsu,,"CHILE: LA UNION, VALDIVIA",-38.5,-73.4,36,7.1,,,,,,,,1,,,,
1974,9,27,Tsu,,RUSSIA: KURIL-JAPAN: HOKKAIDO,43.2,146.7,43,6.7,,,,,,,,,,,,
1974,10,3,Tsu,,"PERU: LIMA, CALLAO",-12.27,-77.79,13,8.1,78,2,,,2414,4,10,3,,3,,
1974,10,8,,,ANTIGUA AND BARBUDA; ST KITTS,17.3,-62,47,7.5,,,,,4,1,,2,,,,
1974,12,28,Tsu,,"PAKISTAN: BALAKOT, PATAN",35.1,72.9,22,6.2,5300,4,,,17000,4,3.255,2,,3,,3
1975,1,23,,,JAPAN: AROSAN,33,131.1,10,5.8,,,,,,,,2,,,,
1975,2,2,,,ALASKA: ALEUTIAN ISLANDS: NEAR ISLANDS,53.11,173.5,10,7.6,,,,,,,,2,,,,
1975,2,4,,,"CHINA: LIAONING PROVINCE: YINGTAO, ANSHAN",40.64,122.58,33,7.4,300,3,,,,,,4,,4,,
1975,2,9,,,INDONESIA: JAVA,-6.7,106.7,27,5.6,1,1,,,,,,2,,,,
1975,3,13,Tsu,,"CHILE: COQUIMBO, LA SERENA",-29.9,-71.3,4,6.9,2,1,,,25,1,,1,,,,
1975,3,27,,,"TURKEY: W; CANAKKALE, ECEABAT, GELIBOLU, LAPSEKI",40.42,26.14,5,6.7,,,,,,,,2,,,,
1975,3,28,,,IDAHO: POCATELLO VALLEY,42.06,-112.55,5,6,,,,,,,1,2,,
1975,4,20,,,"JAPAN: OITA, AROSAN",33.19,131.3,7,6.1,,,,,8,1,,3,,
1975,5,26,Tsu,,ATLANTIC OCEAN: MADERIA ISLANDS,35.997,-17.649,33,7.7,,,,,,,,1,,
1975,7,20,Tsu,,PAPUA NEW GUINEA: BISMARCK SEA: BOUGAINVILLE,-6.59,155.054,49,7.9,,,,,,,,3,,2
1975,7,20,,,"PAPUA NEW GUINEA: SOLOMON ISLANDS: BUIN, BOKU",-7.104,155.152,44,7.7,,,,,,,,,,
1975,8,1,,,CALIFORNIA: OROVILLE,39.439,-121.528,15,5.6,,,,,10,1,3,2,,
1975,9,6,,,TURKEY: LICE,38.474,40.723,26,6.7,2311,4,,,3372,4,17,3,,
1975,9,21,,,"IRAN: SARPIR,DORAHAN,DEH BAGH",31.599,51.037,33,5,2,1,,,,,,3,,
1975,10,31,Tsu,,PHILIPPINES,12.54,125.993,50,7.6,1,1,,,,,,,,
1975,11,1,,,GUAM,13.843,144.754,113,6.1,,,,,,,,1,,
1975,11,29,Tsu,Vol,HAWAII,19.451,-155.033,2,7.7,,,,,,,4,2,,
1975,12,26,Tsu,,SAMOA ISLANDS,-16.265,-172.467,33,7.8,,,,,,,,,,
1975,12,31,,,GREECE: KATO-MAKRINOU,38.628,21.798,19,5.5,1,1,,,10,1,,3,,
1976,1,14,,,KERMADEC ISLANDS,-29.208,-177.886,69,7.8,,,,,,,,,,
1976,1,21,Tsu,,RUSSIA: KURIL ISLANDS,44.915,149.123,41,7,,,,,,,,,,
1976,2,4,Tsu,,"GUATEMALA: CHIMALTENANGO, GUATEMALA CITY",15.324,-89.101,5,7.5,23000,4,,,76000,4,2147,4,,
1976,3,19,,,AFGHANISTAN: HINDU-KUSH: SHAMAGAN PROVINCE,36.61,67.79,33,5.5,50,1,,,,,,3,,,,
1976,4,8,,,UZBEKISTAN: GAZLI,40.31,63.77,33,7,,,,,,,,3,,,,
1976,5,6,,,"ITALY: NE, BALKANS NW: SLOVENIA: NW",46.356,13.275,9,6.5,978,3,,,1700,4,3600,4,,,,
1976,5,17,,,"UZBEKISTAN: GAZLI, BUKHARA",40.38,63.47,10,7,,,,,,,85,4,,,,
1976,5,29,,,CHINA: YUNNAN PROVINCE: LUNGLING-LUSHI,24.57,98.953,8,7.3,,2,,,,,,3,,,,
1976,5,29,,,CHINA: YUNNAN PROVINCE: LUNGLING-LUSHI,24.531,98.71,10,7.4,,2,,,,,,3,,,,
1976,7,26,,,"MALAYSIA: SABAH: LAHAD,DATU,KANAK",4.96,118.31,33,6.2,,,,,,,,2,,,,
1976,7,27,,,CHINA: NE: TANGSHAN,39.57,117.98,23,7.5,242769,4,,,799000,4,5600,4,,,,
1976,7,28,,,CHINA: NE: TANGSHAN,39.664,118.401,26,7.4,,2,,,,,,2,,3,,
1976,8,16,Tsu,,PHILIPPINES: MINDANAO: S,6.292,124.09,33,8,1200,4,,,3500,4,134,4,,,,
1976,8,19,,,TURKEY: DENIZLI,37.7,28.89,3,4.9,4,1,,,50,1,,2,1800,4,,
1976,9,11,,,ITALY: NORTHEASTERN,46.28,13.157,16,5.5,5,1,,,,2,,2,,,,
1976,9,15,,,ITALY: NORTHEASTERN,46.302,13.197,10,6,11,1,,,,2,,2,,,,
1976,9,15,,,ITALY-BALKANS NW,46.32,13.13,17,5.9,2,1,,,,,,2,,,,
1976,10,29,,,INDONESIA: NEW GUINEA: IRIAN JAYA: JAYAWIJAYA,-4.517,139.918,33,7.1,133,3,,,,,,1,,,,1
1976,11,7,,,IRAN: KHORASAN PROVINCE,33.8,59.15,13,6.2,17,1,,,,,,3,,,,
1976,11,24,,,TURKEY: MURADIYE,39.12,44.03,36,7.3,5000,4,,,,,60,4,,,,
1976,11,27,,,AFGHANISTAN; TAJIKISTAN: KHOROG,36.51,71.04,190,6.1,,,,,,,,2,,,,
1976,11,30,,,"CHILE: POZO ALMONTE, OFICINA VICTORIA, ARICA",-20.52,-68.92,82,7.3,1,1,,,13,1,,2,,,,
1977,1,26,,,"INDONESIA: BALI: KAYUBIHI,BANJAR ANTUGAN JEHEM",-8.22,115.19,33,5.2,,,,,,,,1,,,,
1977,3,8,,,"INDONESIA: SUMATERA,SINURAT,TALU",0.45,100.02,22,6,,,,,,,,1,,,,
1977,3,18,,,PHILIPPINES: LUZON: MANILA,16.77,122.33,37,7.3,1,1,,,9,1,0.1,1,14,1,22,1
1977,4,2,Tsu,,SAMOA ISLANDS: APIA,-16.696,-172.095,33,7.6,,,,,,,,1,,,,
1977,4,20,Tsu,,SOLOMON ISLANDS,-9.828,160.323,33,6.8,34,1,,,,,,3,,,,
1977,4,20,Tsu,,SOLOMON ISLANDS,-9.89,160.348,19,7.6,,,,,,,,1,,,,
1977,4,21,Tsu,,SOLOMON ISLANDS,-9.965,160.731,33,8.1,18,1,,,1,1,,3,,,,
1977,6,22,Tsu,,TONGA TRENCH,-22.878,-175.9,65,7.2,1,1,,,5,1,1.2,2,,,,
1977,7,16,,,"BALKANS NW: SLOVENIA: TRSTENIK,BELA,TENETISE",46.29,14.29,6,4.6,,,,,,,,2,,,,
1977,8,28,Tsu,,PAPUA NEW GUINEA: ADMIRALTY ISLANDS,-1.081,146.23,33,5.5,,,,,,,,,,,,
1977,11,3,,,ROMANIA: VELINGRAD,42.11,23.97,6,5.1,,,,,,,,2,,,,
1977,11,23,,,ARGENTINA: SAN JUAN PROVINCE: MENDOZA,-31.03,-67.77,13,7.4,70,2,,,300,3,80,4,,,,
1978,1,14,Tsu,,"JAPAN: TOKKAIDO, OSHIMA",34.809,139.259,14,6.6,25,1,4,1,129,3,,3,85,2,544,3
1978,2,20,,,"JAPAN: OFUNATO, TOHOKU",38.78,141.95,60,6.1,,,,,30,1,,2,,
1978,3,16,,,"PAKISTAN: QUETTA, NUSHKI",29.926,66.302,33,5.9,1,1,,,,,,2,,
1978,3,22,Tsu,,RUSSIA: KURIL ISLANDS,44.026,149.002,33,6.7,,,,,,,,,,
1978,3,22,Tsu,,RUSSIA: KURIL ISLANDS,44.14,149.029,33,6.6,,,,,,,,,,
1978,3,23,Tsu,,RUSSIA: KURIL ISLANDS,44.209,148.971,46,6.8,,,,,,,,,,
1978,3,23,Tsu,,RUSSIA: KURIL ISLANDS,44.932,148.439,33,7.5,,,,,,,,,,
1978,3,24,Tsu,,RUSSIA: KURIL ISLANDS,44.244,148.862,33,7.6,,,,,,,,,,
1978,3,24,,,KAZAKHSTAN: ALMA-ATA,42.839,78.606,33,7.1,,,,,,,,3,,
1978,5,23,,,"GREECE: THESSALONIKI, VOLVI, LANGADAS",40.759,23.268,10,5.6,,,,,2,1,,2,,
1978,6,3,,,JAPAN: S HONSHU: HIROSHIMA,35.1,132.6,4,4.9,,,,,1,1,,2,,
1978,6,12,Tsu,,JAPAN: SANRIKU,38.19,142.028,44,7.7,28,1,,,10000,4,865,4,,4
1978,6,20,Tsu,,GREECE: THESSALONIKI,40.739,23.229,3,6.4,50,1,,,,3,250,4,,
1978,8,3,,,CHILE: NORTHERN: COPIAPO-TALTAI,-26.51,-70.54,58,7,,,,,13,1,,3,,
1978,8,13,,,CALIFORNIA: SOUTHERN,34.35,-119.7,7,5.6,,,,,65,2,15,3,,
1978,9,3,,,GERMANY,48.29,9.01,8,5.3,,,,,,3,150,4,,
1978,11,1,,,UZBEKISTAN: ANDIZHAN; TAJIKISTAN: DUSHANBE,39.35,72.61,7,6.8,,,,,,,,3,,
1978,12,6,,,RUSSIA: KURIL ISLANDS,44.592,146.581,91,7.5,,,,,,,,2,,
1979,2,28,Tsu,,ALASKA,60.691,-141.671,18,7.5,,,,,,,,1,,
1979,4,15,Tsu,,BALKANS NW: MONTENEGRO,42.096,19.209,10,6.9,131,3,,,1001,4,2700,4,,4
1979,5,24,,,BALKANS NW: MACEDONIA: DEBAR,42.255,18.752,8,6.2,,,,,65,2,,2,,
1979,7,9,,,CHINA: JIANGSU PROVINCE: LIYANG,31.452,119.241,11,5.4,42,1,,,2987,4,,4,113909,4
1979,10,9,,,GUATEMALA,14.321,-90.082,33,4.7,,,,,40,1,,2,,
1979,10,12,,,NEW ZEALAND: W OF NORTH ISLAND,-46.675,165.707,33,7.5,,,,,,,,,,
1979,10,15,,,CALIFORNIA: IMPERIAL VALLEY; MEXICO: MEXICALI,32.634,-115.324,10,6.9,,,,,91,2,30,4,,
1979,11,6,,,GREECE-ALBANIA,39.536,20.398,40,5.2,1,1,,,3,1,,3,,
1979,11,23,,,COLOMBIA: MANIZALES-ARMENIA,4.805,-76.217,108,6.4,72,2,,,600,3,20,3,,
1979,11,27,,,IRAN,33.962,59.726,10,7.5,17,1,,,24,1,,3,,
1979,12,12,Tsu,,"COLOMBIA: OFF SHORE, PACIFIC OCEAN",1.598,-79.358,33,7.7,600,3,,,20000,4,8,3,10000,4
1980,1,1,Tsu,,"AZORES: TERCEIRA, ANGRA DO HEROISMO",38.815,-27.78,10,6.7,69,2,,,600,3,5,2,,
1980,1,24,,,CALIFORNIA: LIVERMORE,37.855,-121.816,11,5.9,,,,,50,1,11.5,3,,
1980,2,23,Tsu,,RUSSIA: S. KURIL ISLANDS,43.53,146.753,44,7,,,,,,,,,,
1980,5,14,,,ITALY: S,40.459,15.855,24,4.5,,,,,,,,2,,
1980,5,18,Tsu,Vol,WASHINGTON: MT ST HELENS,46.214,-122.194,4,5.2,,,,,,,,,,
1980,5,18,,,BALKANS NW: SERBIA,43.294,20.837,9,5.8,,,,,30,1,5,2,,
1980,5,25,,,CALIFORNIA: MAMMOTH LAKES,37.6,-118.84,7,6.1,,,,,7,1,2,2,,
1980,6,9,,,MEXICO: NW,32.22,-114.985,5,6.4,1,1,,,100,2,,2,,
1980,6,29,Tsu,,JAPAN: HONSHU: S COAST,34.808,139.181,15,6.2,,,,,7,1,,2,,
1980,7,9,,,GREECE: AEGEAN SEA: MAGNESIA,39.269,23.041,14,6.4,1,1,,,,3,5,2,,
1980,7,11,,,"TAJIKISTAN: SHURAB, NEFTEABAD",40.113,70.596,33,5.2,,,,,,,,1,,
1980,7,27,,,KENTUCKY: MAYSVILLE,38.174,-83.907,8,5.1,,,,,2,1,1,2,,
1980,9,24,,,"JAPAN: TOKYO, YOKOHAMA",35.45,139.964,73,6,2,1,,,73,2,1,2,,
1980,10,5,,,"NEW ZEALAND: GISBORNE, HAWERA, EASTBOURNE, NAPIER",-39.542,176.478,32,5.6,,,,,,,,2,,
1980,10,10,Tsu,,ALGERIA: NORTHERN,36.195,1.354,10,7.7,5000,4,,,9000,4,5200,4,25000,4
1980,10,24,,,"MEXICO: S, HUAJAPAN DE LEON, OAXACA",18.211,-98.24,72,6.4,300,3,,,,3,5,2,,3
1980,11,8,,,CALIFORNIA: NORTH COAST,41.117,-124.253,19,7.2,5,1,,,,,2.75,2,,
1980,11,23,,,"ITALY: AVELLINO, POTENZA, CASERTA, NAPLES",40.914,15.366,20,6.9,4689,4,,,7700,4,20000,4,,
1981,1,23,,,CHINA: SICHUAN PROVINCE,30.927,101.098,33,6.8,150,3,,,489,3,5,2,2992,4
1981,2,14,,,ITALY: S,41.051,14.601,10,4.6,12,1,,,,,0.5,1,,
1981,2,24,Tsu,,GREECE: ATHENS-EASTERN GULF OF CORINTH,38.222,22.934,33,6.7,22,1,,,400,3,812,4,8000,4,,
1981,3,4,Tsu,,GREECE: ATHENS-CORINTH-KHALIS,38.209,23.288,29,6.4,1,1,,,9,1,,2,,,,
1981,3,10,,,GREECE: PREVEZA,39.481,20.699,31,5.6,2,1,,,,,,2,150,0,,
1981,4,26,,,"CALIFORNIA: WESTMORLAND,CALIPATRIA",33.133,-115.65,6,6,,,,,,,1.5,2,,,,
1981,8,13,,,BALKANS NW: BOSNIA-HERZEGOVINA: BANJA LUKA,44.849,17.312,16,5.5,,,,,44,1,5,2,,,,
1981,9,1,Tsu,,SAMOA: APIA; AMERICAN SAMOA: PAGO PAGO,-14.96,-173.085,25,7.7,,,,,,,,,,,,
1981,10,16,,,"CHILE: OFF CENTRAL COAST, LAS CRUCES",-33.134,-73.074,33,7.5,1,1,,,,,,,,,,
1981,10,18,,,VENEZUELA-N COLOMBIA,8.117,-72.527,54,5.4,15,1,,,,3,5,2,,,,
1981,11,14,,,EGYPT: ASWAN,23.686,32.604,10,5.3,,,,,,,,1,11,1,11,1
1982,1,11,Tsu,,"PHILIPPINES: VIRAC, CATANDUANES",13.752,124.358,46,7.1,,,,,,,,1,,,,
1982,1,11,,,"CANADA; MAINE: CARIBOU, HAYNESVILLE, PRESQUE ISLE",46.975,-66.659,7,4.5,,,,,,,,1,,,,
1982,3,21,Tsu,,"JAPAN: HOKKAIDO, URAKAWA, HIROO",42.158,142.361,44,6.7,110,3,,,,,1,2,,,,
1982,3,28,,,"PERU: COAST, LUNAHUANA, LIMA, HUANCAYO",-12.69,-76.065,95,6.1,3,1,,,,,5,2,,,,
1982,6,7,,,"MEXICO: GUERERRO, ORZIBA, OAXACA, GUADALUPE",16.558,-98.358,34,7,9,1,,,,3,,2,,,,
1982,6,15,,,CHINA: SICHUAN PROVINCE: GARZE,31.907,99.931,10,5.5,10,1,,,5,1,,1,,,,
1982,6,19,,,EL SALVADOR: SAN SALVADOR; GUATEMALA,13.313,-89.339,82,6.2,43,1,,,,3,5,2,,,,
1982,9,29,,,HONDURAS-GUATEMALA-EL SALVADOR,14.487,-89.121,12,5.1,3,1,,,2,1,,2,,3,554,3
1982,10,17,,,ITALY: PERUGIA,43.164,12.586,16,4.4,,,,,,,35,4,,,,
1982,11,16,,,"BALKANS NW: ALBANIA: BIER, BERAT, LUSHNJE",40.883,19.59,21,5.5,1,1,,,12,1,5,2,,,,
1982,12,13,,,YEMEN: DHAMAR,14.701,44.379,5,6,2800,4,,,1500,4,2000,4,,4,,
1983,1,24,,,MEXICO: OAXACA: SALINA CRUZ,16.147,-95.232,57,6.7,,,,,,,,2,,,,
1983,2,13,,,CHINA: XINJIANG WEIWUER ZIZHIQU PROVINCE: WUQUA S,39.945,75.135,16,6.2,,,,,2,1,,2,,,,
